Scan_Group,Point_0_Real,Point_1_Real,Point_2_Real,Point_3_Real,Point_4_Real,Point_5_Real,Point_6_Real,Point_7_Real,Point_8_Real,Point_9_Real,Point_10_Real,Point_11_Real,Point_12_Real,Point_13_Real,Point_14_Real,Point_15_Real,Point_16_Real,Point_17_Real,Point_18_Real,Point_19_Real,Point_20_Real,Point_21_Real,Point_22_Real,Point_23_Real,Point_24_Real,Point_25_Real,Point_26_Real,Point_27_Real,Point_28_Real,Point_29_Real,Point_30_Real,Point_31_Real,Point_32_Real,Point_33_Real,Point_34_Real,Point_35_Real,Point_36_Real,Point_37_Real,Point_38_Real,Point_39_Real,Point_40_Real,Point_41_Real,Point_42_Real,Point_43_Real,Point_44_Real,Point_45_Real,Point_46_Real,Point_47_Real,Point_48_Real,Point_49_Real,Point_0_Imag,Point_1_Imag,Point_2_Imag,Point_3_Imag,Point_4_Imag,Point_5_Imag,Point_6_Imag,Point_7_Imag,Point_8_Imag,Point_9_Imag,Point_10_Imag,Point_11_Imag,Point_12_Imag,Point_13_Imag,Point_14_Imag,Point_15_Imag,Point_16_Imag,Point_17_Imag,Point_18_Imag,Point_19_Imag,Point_20_Imag,Point_21_Imag,Point_22_Imag,Point_23_Imag,Point_24_Imag,Point_25_Imag,Point_26_Imag,Point_27_Imag,Point_28_Imag,Point_29_Imag,Point_30_Imag,Point_31_Imag,Point_32_Imag,Point_33_Imag,Point_34_Imag,Point_35_Imag,Point_36_Imag,Point_37_Imag,Point_38_Imag,Point_39_Imag,Point_40_Imag,Point_41_Imag,Point_42_Imag,Point_43_Imag,Point_44_Imag,Point_45_Imag,Point_46_Imag,Point_47_Imag,Point_48_Imag,Point_49_Imag
Scan_3,-30584.48,-30463.92,-30620.8,-30483.0,-30809.36,-30768.72,-30750.760000000002,-29724.320000000003,-31228.94,-31273.86,-31208.44,-31431.42,-31370.32,-31683.12,-31546.68,-31623.92,-31819.36,-31960.5,-32378.9,-32551.48,-32611.32,-32712.12,-32830.84,-32937.44,-32932.62,-32954.04,-32936.68,-33005.62,-22942.2,-13628.6,-7344.34,-304.02,1493.88,2560.1600000000003,3619.28,1582.78,-498.18,-2294.66,-4654.96,-6497.6,-8789.12,-10398.62,-11567.439999999999,-12466.24,-14366.24,-15178.279999999999,-16447.98,-17270.98,-19559.440000000002,-21158.4,-566.3000000000001,5846.02,8720.160000000002,15043.24,2465.0,-3672.6000000000004,-7473.84,16389.260000000002,24357.74,17321.48,19485.04,14232.9,-3407.34,14626.98,7994.88,11267.74,14484.5,10116.44,9750.54,3798.9000000000005,13863.44,19502.58,19104.76,21848.64,23271.56,28942.2,26406.18,30196.160000000003,26173.84,29486.04,26643.06,20688.3,15924.18,10606.52,6489.139999999999,2672.88,-587.0400000000001,-2187.84,-3956.16,-5361.76,-6451.02,-6607.2,-6259.84,-6954.139999999999,-4872.9800000000005,-4904.42,-3035.94,-2662.9,-1707.22,205.72000000000003
Scan_4,-30625.98,-30497.12,-30664.9,-30498.82,-30713.1,-30743.96,-30681.06,-29673.020000000004,-31221.44,-31261.5,-31080.8,-31468.92,-31266.66,-31553.68,-31654.94,-31559.8,-31724.26,-32054.2,-32314.86,-32478.4,-32762.64,-32869.94,-32855.88,-32886.96,-32938.22,-33023.56,-32994.6,-33042.88,-22916.940000000002,-13654.539999999999,-7345.86,-305.52,1491.76,2550.44,3623.42,1577.1000000000001,-490.58,-2296.0,-4682.42,-6510.88,-8788.7,-10418.84,-11569.019999999999,-12465.18,-14392.0,-15194.06,-16448.3,-17271.74,-19551.980000000003,-21129.88,-353.9000000000001,5790.900000000001,8697.1,15038.48,2693.8,-3620.24,-7358.280000000001,16469.08,24400.7,17350.36,19653.22,14227.28,-3297.24,14725.48,7936.34,11325.08,14538.46,10066.78,9761.78,3813.84,13869.3,19539.18,19115.699999999997,21850.9,23277.1,28979.04,26437.36,30231.140000000003,26171.2,29500.0,26650.7,20697.8,15931.12,10615.500000000002,6481.28,2644.52,-599.3000000000001,-2195.56,-3983.8,-5373.12,-6457.700000000001,-6629.0599999999995,-6270.02,-6959.34,-4884.72,-4908.78,-3026.5,-2659.88,-1706.1599999999999,193.86
Scan_5,-30609.62,-30500.26,-30703.1,-30527.06,-30723.52,-30782.06,-30662.24,-29601.100000000002,-31306.18,-31461.52,-31284.56,-31452.48,-31450.88,-31574.04,-31561.22,-31664.44,-31671.84,-31855.24,-32304.9,-32587.52,-32774.52,-32770.82,-32997.8,-32937.88,-32992.88,-33020.3,-32993.48,-33026.36,-22878.8,-13630.539999999999,-7319.68,-284.40000000000003,1489.8,2550.58,3617.6,1585.9,-492.8,-2282.88,-4660.06,-6496.26,-8769.5,-10378.1,-11549.06,-12461.52,-14382.58,-15187.359999999999,-16451.72,-17268.48,-19551.280000000002,-21151.62,-744.2,5622.700000000001,8478.140000000001,14888.98,2685.42,-3683.86,-7350.34,16515.66,24309.88,17175.9,19451.54,14231.76,-3445.1400000000003,14705.78,7991.1,11251.86,14561.58,10155.1,9748.14,3772.8200000000006,13845.86,19513.9,19135.12,21845.100000000002,23286.34,28969.82,26432.78,30236.820000000003,26169.86,29510.66,26656.100000000002,20704.26,15960.220000000001,10648.960000000001,6508.58,2692.88,-563.44,-2155.2400000000002,-3926.04,-5333.46,-6404.34,-6569.38,-6229.96,-6942.78,-4856.4400000000005,-4891.62,-3015.76,-2644.9,-1704.2,201.28000000000003
Scan_6,-30595.08,-30476.26,-30676.34,-30426.04,-30672.46,-30622.8,-30543.5,-29580.000000000004,-31175.54,-31229.78,-31187.44,-31312.96,-31368.62,-31669.34,-31663.1,-31828.2,-31848.06,-32220.36,-32482.76,-32537.08,-32617.92,-32721.84,-32961.5,-32990.38,-32988.66,-32996.36,-32958.88,-32911.94,-22855.68,-13554.1,-7251.7,-259.64,1522.78,2572.76,3622.82,1592.96,-493.22,-2295.66,-4673.54,-6518.58,-8786.68,-10421.92,-11571.42,-12465.0,-14372.24,-15181.32,-16452.88,-17268.420000000002,-19555.440000000002,-21145.12,-688.94,5733.280000000001,8648.6,15344.8,2784.62,-3362.88,-7115.84,16584.86,24437.96,17376.4,19527.3,14356.66,-3380.1400000000003,14637.28,7938.139999999999,11145.74,14462.32,9994.619999999999,9714.4,3783.0400000000004,13877.24,19530.1,19131.519999999997,21867.74,23282.58,28955.9,26423.2,30186.620000000003,26145.420000000002,29456.34,26615.88,20676.66,15926.060000000001,10610.160000000002,6487.759999999999,2661.88,-597.9000000000001,-2195.7200000000003,-3970.58,-5386.46,-6457.9800000000005,-6635.86,-6272.16,-6961.42,-4882.88,-4911.12,-3033.6600000000003,-2661.76,-1710.6599999999999,197.64000000000001
Scan_7,-33524.22,-33338.88,-33684.3,-34057.32,-33834.78,-34050.24,-34173.06,-33026.64,-34502.32,-34383.44,-34286.54,-34414.4,-34350.26,-34442.92,-34421.22,-34470.78,-34355.68,-34270.06,-34207.5,-34083.46,-33899.58,-33810.22,-33631.04,-33590.82,-33510.16,-33460.24,-33416.82,-33397.94,-23238.58,-13905.3,-7531.68,-439.56,1373.32,2448.2200000000003,3529.58,1461.76,-613.26,-2462.7000000000003,-4838.66,-6695.84,-8941.92,-10565.16,-11714.38,-12590.44,-14457.74,-15237.42,-16466.28,-17250.280000000002,-19513.340000000004,-21079.7,-2669.66,3623.1000000000004,7004.140000000001,13606.78,1562.5,-4506.92,-7667.16,16502.4,24562.36,17436.48,19431.74,14567.08,-3296.12,15182.1,8348.72,11731.14,14896.56,10581.24,10484.84,4598.16,14551.18,20287.84,19753.219999999998,22627.0,24077.36,29643.78,27103.399999999998,30920.280000000002,26670.74,30001.82,27120.760000000002,21063.72,16209.960000000001,10752.880000000001,6531.78,2636.54,-673.9000000000001,-2285.58,-4083.14,-5483.900000000001,-6536.400000000001,-6676.759999999999,-6299.72,-6956.78,-4871.860000000001,-4886.5599999999995,-3019.02,-2654.44,-1734.34,149.70000000000002
Scan_8,-33378.12,-33464.06,-33541.42,-33783.5,-34201.74,-34246.6,-34276.5,-33088.100000000006,-34533.16,-34635.14,-34477.94,-34599.66,-34518.98,-34663.78,-34643.24,-34607.28,-34492.68,-34233.56,-34363.48,-34164.06,-33898.82,-33802.02,-33660.04,-33589.18,-33512.04,-33463.66,-33419.66,-33402.62,-23222.08,-13895.84,-7517.84,-427.28,1383.14,2459.7400000000002,3537.52,1469.7,-606.72,-2475.36,-4847.52,-6695.4800000000005,-8935.94,-10535.98,-11731.42,-12597.4,-14449.5,-15229.519999999999,-16459.0,-17246.7,-19509.86,-21079.66,-2736.68,3643.9200000000005,6940.000000000001,13467.8,1793.6599999999999,-4358.4400000000005,-7555.42,16601.04,24597.72,17801.98,19620.3,14795.58,-3126.64,15492.92,8609.94,11895.0,15025.04,10515.86,10810.02,4792.860000000001,14555.66,20274.94,19872.62,22595.2,24002.82,29651.86,27043.8,30826.52,26772.600000000002,30038.48,27140.260000000002,21088.36,16228.86,10796.12,6548.44,2649.96,-653.3800000000001,-2277.76,-4064.36,-5471.34,-6525.8,-6662.82,-6273.46,-6934.299999999999,-4855.64,-4878.88,-3008.34,-2642.48,-1720.8999999999999,166.76
Scan_9,-30591.42,-30511.0,-30662.28,-30475.8,-30722.2,-30641.56,-30837.64,-29522.620000000003,-31212.16,-31327.22,-31135.44,-31466.38,-31419.32,-31446.02,-31408.58,-31581.22,-31808.22,-31931.34,-32210.44,-32459.94,-32630.48,-32657.06,-32849.66,-32966.96,-32964.76,-32999.14,-32900.08,-32964.86,-22843.88,-13526.16,-7331.78,-236.14,1523.56,2565.42,3634.7,1583.02,-500.15999999999997,-2278.4,-4651.76,-6500.38,-8788.78,-10395.48,-11549.72,-12455.94,-14376.380000000001,-15183.119999999999,-16452.18,-17278.66,-19563.600000000002,-21153.66,-699.8800000000001,5641.200000000001,8750.380000000001,15052.04,2679.94,-3387.42,-7546.96,16657.600000000002,24412.98,17275.44,19607.12,14232.54,-3420.5,14803.32,8105.48,11303.119999999999,14494.14,10120.88,9794.04,3800.96,13873.0,19533.82,19113.359999999997,21846.54,23268.6,28940.56,26387.96,30175.940000000002,26126.600000000002,29433.9,26635.180000000004,20650.56,15916.76,10597.480000000001,6475.639999999999,2652.62,-603.6,-2169.38,-3942.84,-5362.14,-6452.900000000001,-6611.24,-6259.4400000000005,-6966.2,-4889.64,-4918.799999999999,-3049.5600000000004,-2670.5,-1714.1799999999998,192.26
Scan_10,-30630.54,-30515.14,-30665.22,-30477.8,-30778.96,-30652.9,-30665.88,-29585.72,-31225.38,-31103.88,-31161.4,-31408.88,-31191.2,-31429.02,-31273.5,-31355.06,-31535.06,-31869.68,-32277.9,-32489.64,-32671.26,-32663.0,-32870.88,-32830.22,-32874.68,-32970.68,-32910.74,-32965.42,-22897.940000000002,-13545.56,-7288.0199999999995,-260.92,1520.48,2586.6000000000004,3624.44,1590.38,-489.78,-2285.12,-4649.6,-6488.54,-8763.48,-10389.1,-11549.619999999999,-12460.22,-14384.380000000001,-15180.06,-16451.8,-17269.56,-19570.52,-21148.16,-364.94000000000005,5760.26,8745.1,15091.66,2591.4,-3383.0,-7313.68,16591.600000000002,24387.5,17560.54,19589.62,14304.98,-3209.52,14832.0,8239.7,11512.0,14676.119999999999,10168.08,9785.44,3810.1000000000004,13875.74,19538.24,19119.32,21845.38,23260.08,28960.06,26408.1,30206.68,26163.08,29452.56,26634.06,20682.9,15937.560000000001,10609.34,6483.32,2662.36,-577.2,-2168.38,-3926.4,-5323.14,-6420.6,-6594.9,-6251.42,-6958.0199999999995,-4878.6,-4910.0,-3035.1400000000003,-2659.9,-1704.74,199.46
FinalAvg,-31389.728,-31341.982,-31504.352,-31468.484,-31712.914,-31713.758,-31724.402000000002,-30605.008,-32151.454,-32187.614,-32081.004,-32305.068,-32220.136,-32435.594,-32384.574,-32450.018,-32501.504,-32633.634,-32886.0,-32982.344,-33023.438,-33050.096,-33103.99,-33119.22,-33119.49,-33131.04,-33089.682,-33106.136,-22989.898,-13685.53,-7381.882,-320.472,1471.84,2533.918,3600.406,1553.902,-523.776,-2338.27,-4708.784000000001,-6552.772,-8819.87,-10440.282,-11601.818,-12497.614,-14398.596,-15197.921999999999,-16453.158,-17265.078,-19546.822000000004,-21130.922,-1238.732,5103.820000000001,8141.948000000001,14605.742,2354.276,-3824.9660000000003,-7486.888000000001,16524.742000000002,24421.884000000002,17393.703999999998,19537.518,14366.688,-3339.7160000000003,14863.958,8104.504,11418.556,14620.0,10212.362,9981.99,4038.106,14053.446,19735.27,19312.386,22059.508,23477.652000000002,29153.496,26595.214,30390.236,26321.866,29627.224000000002,26776.346,20791.05,16007.556,10656.598000000002,6501.406,2657.6020000000003,-610.0820000000001,-2211.04,-3988.538,-5391.782,-6466.674000000001,-6626.46,-6267.182,-6956.302,-4875.35,-4903.124,-3028.0040000000004,-2657.188,-1713.014,187.27
Scan_1,-33069.64,-33049.76,-32998.64,-33133.5,-33089.68,-33071.18,-32555.420000000002,-32612.94,-33250.64,-33260.76,-33418.86,-33577.22,-33893.62,-33812.06,-33910.38,-33959.9,-33946.4,-33603.64,-33499.48,-33373.84,-33282.62,-33124.88,-32947.86,-32800.26,-32690.98,-32606.78,-32483.82,-30977.82,-18475.600000000002,-12702.58,-5296.4800000000005,-686.66,2429.24,1085.6000000000001,1724.94,-467.93999999999994,-2834.64,-4751.540000000001,-7124.5,-8977.26,-11440.12,-12759.98,-14007.1,-14938.6,-15974.3,-16482.52,-17494.24,-18299.26,-20503.82,-21479.920000000002,-3322.3,7197.62,9418.36,15127.46,2281.8,-7355.5,802.3,21364.0,26988.66,14363.18,19670.26,16799.56,-4180.9400000000005,13337.06,6524.36,11074.48,17144.9,12911.68,15820.08,11528.76,16800.0,19404.84,19702.68,20892.38,23843.64,32840.58,30560.94,33251.9,29266.54,30559.760000000002,26160.88,19189.1,13817.3,8570.44,4290.54,1132.1599999999999,-1841.26,-2644.1400000000003,-4237.38,-5086.6,-5073.0,-4644.94,-2952.14,-2938.38,-1908.8600000000001,-3197.0,-899.2600000000001,-957.52,598.54,4946.900000000001
Scan_2,-33048.54,-33003.88,-32995.76,-33018.3,-33119.88,-33145.92,-32716.08,-32763.74,-33389.96,-33365.6,-33548.8,-33429.28,-33960.12,-33804.38,-33603.24,-33509.44,-33517.02,-33475.06,-33555.56,-33452.18,-33247.24,-33104.26,-32907.3,-32795.92,-32639.12,-32609.42,-32471.06,-31037.52,-18488.600000000002,-12648.48,-5250.72,-664.4,2436.96,1093.88,1763.0,-467.64,-2854.0,-4774.56,-7093.719999999999,-8933.320000000002,-11407.66,-12766.68,-14034.619999999999,-14974.16,-15979.06,-16496.239999999998,-17495.0,-18304.84,-20495.38,-21484.86,-3315.36,7138.18,9430.6,15039.58,2308.94,-7328.58,865.02,21426.92,27068.56,14389.82,19586.64,16760.86,-4138.200000000001,13402.64,6381.78,10892.56,16915.96,12919.8,15933.5,11689.68,16858.120000000003,19476.86,19769.22,20917.64,23860.079999999998,32840.46,30578.56,33293.54,29260.600000000002,30491.780000000002,26077.8,19109.22,13752.26,8516.18,4232.139999999999,1181.94,-1847.72,-2644.1800000000003,-4184.4,-5019.4800000000005,-5013.58,-4636.179999999999,-2951.18,-2933.22,-1910.5600000000002,-3200.18,-903.9200000000001,-963.06,588.06,4950.320000000001
Scan_3,-32553.18,-32349.62,-32223.44,-32007.62,-31916.76,-31675.34,-31024.7,-30790.88,-31220.28,-31034.8,-30700.5,-30806.2,-30537.22,-30819.8,-30754.84,-30849.56,-30974.74,-31342.96,-31870.88,-32178.06,-32475.94,-32762.6,-32971.34,-33069.66,-33136.16,-33142.72,-33187.16,-31768.98,-19297.480000000003,-13473.439999999999,-5938.740000000001,-1286.62,1895.36,676.34,1451.18,-651.98,-2963.92,-4736.34,-7053.8,-8871.6,-11343.560000000001,-12680.2,-13922.32,-14872.36,-15921.26,-16470.18,-17499.38,-18323.64,-20530.0,-21529.32,-3413.64,7326.44,9804.240000000002,15672.34,2923.58,-6324.6,1722.6399999999999,22406.84,28161.24,15609.66,21007.26,18027.94,-2754.76,14412.6,7493.38,11954.2,17903.96,13631.18,16086.34,11675.400000000001,16759.06,19284.08,19512.960000000003,20683.399999999998,23684.239999999998,32680.54,30473.54,33211.84,29308.72,30602.460000000003,26299.899999999998,19455.02,14218.76,9014.62,4867.4,1696.74,-1205.96,-2157.2200000000003,-3791.18,-4714.8,-4771.96,-4474.54,-2882.8199999999997,-2937.52,-1951.5,-3254.76,-980.12,-1017.48,554.92,4936.64
Scan_4,-32567.56,-32383.82,-32218.54,-32034.24,-31900.78,-31678.58,-31040.760000000002,-30801.66,-31177.46,-31033.0,-30934.16,-30857.76,-30525.18,-30744.76,-30839.7,-31005.92,-31151.76,-31521.14,-31857.42,-32192.92,-32523.92,-32733.96,-32938.24,-33051.1,-33094.56,-33115.92,-33129.5,-31712.76,-19274.780000000002,-13405.96,-5921.54,-1307.58,1848.1799999999998,648.12,1526.98,-621.3599999999999,-2937.58,-4751.460000000001,-7040.5199999999995,-8851.640000000001,-11310.800000000001,-12665.3,-13913.019999999999,-14867.300000000001,-15920.18,-16461.54,-17498.16,-18320.36,-20527.960000000003,-21525.12,-3453.52,7254.5,9749.78,15547.32,2918.98,-6470.22,1671.94,22429.12,28303.260000000002,15675.08,20559.5,17885.6,-2905.52,14505.46,7337.78,11676.18,17568.16,13299.9,16040.3,11598.42,16683.66,19255.4,19517.440000000002,20679.48,23713.06,32706.160000000003,30512.04,33257.12,29345.500000000004,30648.02,26326.559999999998,19466.64,14237.0,9029.28,4774.72,1686.94,-1202.9,-2118.04,-3809.8,-4741.46,-4803.08,-4513.44,-2874.98,-2938.22,-1939.9,-3248.38,-973.1,-1022.36,555.52,4937.58
Scan_5,-32542.24,-32370.12,-32211.4,-32043.02,-31910.62,-31685.6,-31060.9,-30830.04,-31228.72,-31050.62,-30954.12,-30788.9,-30579.52,-30737.72,-30845.36,-31014.1,-31108.48,-31501.3,-31884.78,-32249.72,-32573.02,-32770.96,-32931.86,-33030.54,-33071.3,-33085.56,-33084.14,-31654.739999999998,-19164.34,-13310.8,-5846.68,-1189.68,1992.34,722.3800000000001,1587.74,-610.74,-2884.28,-4731.200000000001,-7019.639999999999,-8841.12,-11306.880000000001,-12664.36,-13916.66,-14883.84,-15937.48,-16471.6,-17500.36,-18320.079999999998,-20528.460000000003,-21520.66,-3449.96,7248.18,9759.86,15524.7,2874.26,-6521.52,1639.98,22303.920000000002,28092.36,15635.66,20581.12,18035.12,-2995.04,14522.26,7282.8,11628.2,17609.08,13319.16,15997.76,11539.36,16649.54,19237.86,19510.620000000003,20691.739999999998,23699.2,32712.74,30522.100000000002,33271.1,29371.440000000002,30668.440000000002,26318.559999999998,19459.7,14193.52,8991.84,4712.98,1655.2,-1284.0,-2176.78,-3868.56,-4791.64,-4829.4,-4525.78,-2900.6,-2950.86,-1941.72,-3243.42,-957.36,-1011.0799999999999,555.9799999999999,4940.92
Scan_6,-32558.28,-32334.48,-32226.12,-32011.68,-31891.9,-31664.8,-31043.960000000003,-30846.54,-31238.56,-31089.82,-30730.38,-30804.44,-30596.42,-30864.2,-30899.94,-31089.78,-31240.36,-31601.16,-31976.3,-32364.06,-32579.56,-32758.98,-32979.52,-33074.48,-33102.86,-33129.28,-33128.36,-31684.579999999998,-19310.54,-13404.92,-5852.54,-1187.5,1958.04,757.84,1515.96,-625.0799999999999,-2924.12,-4727.06,-7039.9,-8870.220000000001,-11347.44,-12701.68,-13932.24,-14896.24,-15930.3,-16455.68,-17490.420000000002,-18317.079999999998,-20521.74,-21520.3,-3432.5,7320.36,9739.400000000001,15550.72,2950.4,-6410.820000000001,1580.62,22209.16,28070.460000000003,15438.1,20861.18,17952.26,-2952.94,14259.279999999999,7227.5,11605.66,17506.48,13305.18,15987.58,11554.960000000001,16718.04,19298.42,19526.480000000003,20660.8,23725.32,32693.420000000002,30534.22,33275.68,29305.36,30646.620000000003,26331.1,19466.64,14207.82,8988.060000000001,4831.58,1665.56,-1251.22,-2206.98,-3871.2,-4794.66,-4847.72,-4540.7,-2907.1,-2955.6,-1950.68,-3264.2000000000003,-975.6600000000001,-1021.98,558.0,4937.0
Scan_7,-32552.4,-32329.06,-32215.38,-32010.72,-31927.5,-31725.38,-31031.280000000002,-30784.84,-31216.22,-31047.88,-30795.32,-30800.04,-30659.5,-30754.1,-30794.62,-30935.7,-31157.9,-31533.96,-31976.54,-32236.94,-32545.84,-32754.54,-32975.84,-33075.92,-33135.54,-33156.36,-33168.0,-31719.3,-19256.140000000003,-13334.859999999999,-5927.4400000000005,-1312.6,1874.36,670.1600000000001,1525.56,-673.5,-2932.94,-4774.64,-7065.94,-8874.220000000001,-11343.28,-12684.58,-13926.76,-14870.220000000001,-15928.84,-16456.94,-17486.420000000002,-18319.66,-20526.24,-21531.08,-3425.02,7329.62,9761.720000000001,15551.8,2824.06,-6630.12,1604.58,22374.48,28185.84,15569.6,20673.38,17977.06,-3059.5,14536.76,7414.0,11819.16,17640.62,13407.92,16003.62,11648.5,16744.72,19301.5,19510.18,20678.399999999998,23685.64,32663.800000000003,30484.48,33252.82,29330.74,30672.780000000002,26313.68,19452.7,14220.3,9022.08,4824.16,1703.3,-1251.22,-2115.26,-3791.94,-4727.64,-4816.72,-4508.98,-2898.7599999999998,-2947.5,-1954.0800000000002,-3262.88,-989.82,-1024.42,552.5999999999999,4935.88
Scan_8,-32555.78,-32340.38,-32219.52,-31994.04,-31903.86,-31707.64,-31053.760000000002,-30880.84,-31262.48,-31108.6,-30771.74,-30793.18,-30661.26,-30919.08,-30896.74,-30896.24,-31146.16,-31510.94,-32081.28,-32285.54,-32561.82,-32813.72,-32982.26,-33067.18,-33125.6,-33140.2,-33159.64,-31729.64,-19264.7,-13308.58,-5872.200000000001,-1158.92,1974.6,746.6600000000001,1520.68,-651.92,-2929.18,-4728.26,-7053.54,-8881.0,-11348.800000000001,-12698.18,-13946.859999999999,-14884.16,-15930.9,-16470.68,-17492.24,-18315.0,-20524.54,-21527.14,-3436.1800000000003,7313.92,9744.800000000001,15600.98,2871.54,-6629.38,1539.38,22077.9,27959.0,15355.94,20718.9,17956.2,-3089.7,14171.68,7262.54,11858.66,17653.5,13399.14,15915.94,11602.92,16733.8,19299.48,19540.660000000003,20698.92,23707.56,32693.160000000003,30509.94,33244.84,29334.660000000003,30685.2,26326.96,19464.22,14204.78,8987.86,4819.42,1685.42,-1271.24,-2209.26,-3847.68,-4734.7,-4817.34,-4511.679999999999,-2909.58,-2945.3199999999997,-1948.3000000000002,-3245.38,-971.1600000000001,-1013.7199999999999,554.2199999999999,4935.12
Scan_9,-33076.42,-33064.96,-33096.66,-33128.76,-33147.74,-33203.32,-32763.48,-32753.18,-33374.68,-33489.1,-33750.06,-33834.64,-33872.4,-34052.7,-34022.94,-34030.76,-33810.26,-33914.62,-33724.46,-33551.2,-33322.52,-33117.1,-32894.6,-32788.14,-32564.22,-32524.22,-32357.8,-30966.26,-18470.780000000002,-12617.0,-5232.780000000001,-661.3,2441.7,1092.78,1741.7600000000002,-527.38,-2881.52,-4842.4800000000005,-7181.099999999999,-9038.380000000001,-11465.18,-12844.32,-14064.3,-14992.400000000001,-15986.34,-16482.32,-17482.88,-18282.579999999998,-20464.74,-21455.54,-3295.7,7150.3,9463.66,15048.5,2292.1,-7325.24,863.96,21413.56,27065.7,14446.2,19674.92,16969.1,-4171.360000000001,13569.4,6633.18,11174.06,17079.52,13206.56,16075.66,11807.560000000001,16977.18,19568.62,19780.72,20916.32,23833.38,32801.46,30488.44,33217.14,29227.06,30459.22,26023.719999999998,19091.260000000002,13726.119999999999,8446.960000000001,4147.4,1036.06,-1847.44,-2696.98,-4260.48,-5093.64,-5047.0,-4650.86,-2948.66,-2923.3399999999997,-1889.92,-3171.2400000000002,-899.1600000000001,-966.3199999999999,589.38,4932.400000000001
Scan_10,-32520.64,-32319.02,-32216.76,-31990.46,-31901.28,-31695.06,-31075.14,-30812.52,-31223.66,-31077.72,-30775.42,-30862.72,-30591.88,-30850.28,-30837.22,-30976.66,-31212.48,-31637.92,-31962.92,-32244.78,-32499.12,-32748.02,-32964.7,-33076.22,-33140.4,-33149.52,-33141.58,-31744.98,-19286.940000000002,-13358.24,-5870.4400000000005,-1257.84,1887.28,706.34,1502.16,-643.48,-2964.6,-4747.040000000001,-7057.4,-8876.140000000001,-11345.980000000001,-12694.14,-13928.06,-14872.640000000001,-15921.74,-16456.719999999998,-17488.18,-18317.82,-20523.260000000002,-21522.66,-3408.64,7326.58,9732.52,15606.08,2877.68,-6580.88,1511.04,22277.08,28132.36,15464.78,20710.42,17883.16,-2916.56,14355.92,7341.66,11775.9,17565.64,13286.54,16004.62,11625.54,16759.08,19298.98,19510.000000000004,20669.3,23684.3,32670.72,30514.52,33231.32,29314.24,30660.120000000003,26321.059999999998,19465.04,14214.08,9005.24,4826.18,1682.52,-1224.8799999999999,-2149.38,-3816.0,-4734.64,-4820.52,-4531.7,-2894.52,-2944.18,-1958.3000000000002,-3262.04,-987.36,-1022.98,548.4799999999999,4929.4800000000005
FinalAvg,-32704.468,-32554.51,-32462.222,-32337.234,-32271.0,-32125.282,-31536.548000000003,-31387.718,-31858.266,-31755.79,-31637.936,-31655.438,-31587.712,-31735.908,-31740.498,-31826.806,-31926.556,-32164.27,-32438.962,-32612.924,-32761.16,-32868.902,-32949.352,-32982.942,-32970.074,-32965.998,-32931.106,-31499.658,-19028.99,-13156.485999999999,-5700.956,-1071.31,2073.806,820.01,1585.996,-594.102,-2910.678,-4756.4580000000005,-7073.005999999999,-8901.490000000002,-11365.970000000001,-12715.942,-13959.194,-14905.192000000001,-15943.04,-16470.442,-17492.728,-18312.032,-20514.614,-21509.66,-3395.282,7260.57,9660.494,15426.948,2712.334,-6757.686000000001,1380.1460000000002,22028.298,27802.744000000002,15194.802,20404.358,17624.686,-3316.452,14107.306,7089.898,11545.905999999999,17458.782,13268.706,15986.54,11627.11,16768.32,19342.604,19588.096,20748.838,23743.642,32730.304000000004,30517.878,33250.73,29306.486,30609.440000000002,26250.022,19361.954,14079.194,8857.256000000001,4632.652,1512.584,-1422.784,-2311.822,-3947.862,-4843.926,-4884.032,-4553.88,-2912.0339999999997,-2941.4139999999998,-1935.382,-3234.948,-953.692,-1002.092,565.5699999999999,4938.224
Scan_1,-34083.68,-34116.0,-34040.06,-33981.88,-33870.4,-33798.2,-33252.52,-33294.12,-33632.4,-33653.88,-33586.72,-33666.44,-33565.5,-33742.6,-33744.96,-33441.42,-33419.46,-33432.4,-33306.16,-33199.78,-33032.62,-32918.92,-32807.04,-32760.34,-32697.62,-32774.4,-32689.54,-32741.86,-24260.44,-14683.28,-6110.400000000001,-3977.7200000000003,-1997.5400000000002,-1003.7199999999999,-995.9200000000001,-2694.34,-4368.88,-6085.42,-7976.58,-9368.02,-10805.68,-11727.86,-12392.72,-12846.86,-13522.6,-14386.5,-15311.48,-16819.239999999998,-19415.24,-21366.42,-1006.7400000000001,4230.72,12991.56,13635.56,1551.74,-1120.6,-3041.54,14109.380000000001,24638.239999999998,20331.920000000002,20078.44,18019.42,-2527.26,14987.16,12804.3,16416.76,22053.36,19037.96,15957.74,8171.120000000001,10735.199999999999,18438.62,13883.92,21645.58,24585.98,29684.0,31188.56,30926.56,26326.28,29570.620000000003,23486.06,16743.82,12119.48,7561.8,4127.12,1944.42,-311.28,-530.76,-996.94,-1413.02,-1218.62,-672.1,-756.6600000000001,-2007.14,-2368.54,-2326.5,-2299.44,-419.1,946.12,2737.72
