Scan_Group,Point_0_Real,Point_1_Real,Point_2_Real,Point_3_Real,Point_4_Real,Point_5_Real,Point_6_Real,Point_7_Real,Point_8_Real,Point_9_Real,Point_10_Real,Point_11_Real,Point_12_Real,Point_13_Real,Point_14_Real,Point_15_Real,Point_16_Real,Point_17_Real,Point_18_Real,Point_19_Real,Point_20_Real,Point_21_Real,Point_22_Real,Point_23_Real,Point_24_Real,Point_25_Real,Point_26_Real,Point_27_Real,Point_28_Real,Point_29_Real,Point_30_Real,Point_31_Real,Point_32_Real,Point_33_Real,Point_34_Real,Point_35_Real,Point_36_Real,Point_37_Real,Point_38_Real,Point_39_Real,Point_40_Real,Point_41_Real,Point_42_Real,Point_43_Real,Point_44_Real,Point_45_Real,Point_46_Real,Point_47_Real,Point_48_Real,Point_49_Real,Point_0_Imag,Point_1_Imag,Point_2_Imag,Point_3_Imag,Point_4_Imag,Point_5_Imag,Point_6_Imag,Point_7_Imag,Point_8_Imag,Point_9_Imag,Point_10_Imag,Point_11_Imag,Point_12_Imag,Point_13_Imag,Point_14_Imag,Point_15_Imag,Point_16_Imag,Point_17_Imag,Point_18_Imag,Point_19_Imag,Point_20_Imag,Point_21_Imag,Point_22_Imag,Point_23_Imag,Point_24_Imag,Point_25_Imag,Point_26_Imag,Point_27_Imag,Point_28_Imag,Point_29_Imag,Point_30_Imag,Point_31_Imag,Point_32_Imag,Point_33_Imag,Point_34_Imag,Point_35_Imag,Point_36_Imag,Point_37_Imag,Point_38_Imag,Point_39_Imag,Point_40_Imag,Point_41_Imag,Point_42_Imag,Point_43_Imag,Point_44_Imag,Point_45_Imag,Point_46_Imag,Point_47_Imag,Point_48_Imag,Point_49_Imag
Scan_7,-1909.72,-3626.46,3073.72,8525.640000000001,5298.9400000000005,1541.82,-18403.28,-10638.94,16357.8,24819.42,19637.260000000002,20390.34,5389.84,23469.16,13612.7,22523.88,17901.8,13697.46,9698.1,3691.66,5616.28,6580.56,6164.82,9103.96,14284.76,18991.18,19318.74,19391.9,11646.18,20301.260000000002,25600.68,21641.74,17302.120000000003,12381.2,7961.28,3768.1000000000004,-274.74,-2239.74,-5404.7,-6528.38,-9441.98,-9939.68,-10739.0,-11618.880000000001,-12425.72,-14060.24,-14136.4,-14660.460000000001,-15396.42,-16334.08,34219.94,33586.880000000005,33637.78,33574.28,33456.48,33063.36,32909.24,32530.6,32482.48,32243.1,32038.26,31840.02,31607.02,31511.68,31320.24,31287.52,31208.92,31238.42,31244.4,31393.36,31553.68,31718.48,31866.52,31933.52,32000.56,32052.16,32061.54,32031.62,31831.62,25310.02,19513.640000000003,11469.82,7341.320000000001,3419.46,2010.7199999999998,1496.1,1980.5000000000002,3188.22,4276.76,6285.92,6352.66,7574.42,7669.18,7925.120000000001,8246.759999999998,6991.74,9020.380000000001,9654.56,12945.54,14270.460000000001
Scan_8,-1674.22,-3383.9400000000005,3337.8999999999996,8749.26,5460.660000000001,1761.32,-18220.1,-10506.78,16469.899999999998,24933.78,19746.100000000002,20397.12,5720.7,23392.26,13561.12,22487.38,17965.5,13556.4,9634.32,3724.3,5460.48,6556.32,6172.26,9019.16,14277.66,18943.2,19213.0,19298.78,11560.36,20095.9,25369.32,21558.28,17243.48,12356.68,7938.7,3702.5400000000004,-167.40000000000003,-2298.8399999999997,-5453.38,-6575.86,-9468.119999999999,-9995.24,-10773.02,-11640.2,-12469.78,-14084.3,-14145.44,-14661.08,-15400.34,-16329.84,34072.62,33497.68,33637.98,33524.92,33347.24,33123.88,32920.2,32413.18,32357.0,32103.16,31910.34,31621.44,31749.94,31232.38,31054.66,31018.84,31014.82,30907.82,30969.54,31164.64,31264.42,31472.44,31663.58,31725.84,31839.58,31917.44,31950.48,31951.52,31805.42,25297.74,19561.440000000002,11500.12,7364.820000000001,3445.0,2027.9199999999998,1505.16,1996.6600000000003,3181.6,4273.0,6285.219999999999,6354.12,7583.0,7677.540000000001,7938.160000000001,8264.06,7007.639999999999,9031.380000000001,9669.8,12943.820000000002,14262.7
Scan_9,825.8199999999999,-766.0600000000002,5670.639999999999,10899.86,7193.280000000001,3163.2,-17277.22,-10048.86,16399.22,24273.94,18426.58,18781.34,3473.04,21119.1,11144.3,19810.460000000003,15260.38,11231.72,7549.86,1828.84,4203.72,5386.16,5098.6,8188.959999999999,13416.22,18229.56,18424.780000000002,18662.26,10941.0,19509.98,24929.039999999997,21037.260000000002,16712.280000000002,11815.34,7478.64,3195.6400000000003,-728.24,-2811.98,-5864.320000000001,-7019.28,-9811.92,-10289.38,-11037.06,-11852.160000000002,-12561.82,-14146.18,-14166.84,-14631.74,-15347.66,-16253.640000000001,33274.020000000004,33455.82,33568.58,33815.44,33699.32,33604.62,33321.78,32903.28,32779.16,32455.5,32091.06,31841.5,31361.82,31467.78,31073.92,31059.42,30892.64,31137.0,31490.72,31695.06,31699.9,31808.8,32055.18,32229.38,32303.2,32334.8,32385.52,32407.92,32195.4,25754.88,20003.18,11934.06,7729.160000000001,3772.62,2369.18,1717.22,2159.1200000000003,3331.38,4365.08,6402.4,6482.04,7724.92,7812.360000000001,8098.0,8371.66,7092.68,9123.400000000001,9717.36,12957.740000000002,14237.74
Scan_10,869.1199999999999,-669.3600000000001,5744.1,11035.140000000001,7280.56,3194.6800000000003,-17307.26,-10060.980000000001,16328.52,24231.44,18554.38,18904.2,3473.8199999999997,21323.34,11195.119999999999,19894.32,15175.26,11202.52,7633.5599999999995,1930.8799999999999,4184.7,5297.9,5151.72,8297.119999999999,13555.58,18329.84,18570.8,18779.2,11049.84,19623.2,25040.32,21135.22,16812.260000000002,11931.740000000002,7620.54,3317.82,-657.7,-2697.3199999999997,-5807.26,-6959.34,-9805.52,-10290.28,-11032.44,-11851.960000000001,-12581.06,-14164.52,-14180.039999999999,-14643.34,-15351.7,-16240.800000000001,33298.68,33350.68,33427.32,33624.82,33550.94,33523.18,33300.28,32909.04,32849.54,32538.54,32109.42,31912.46,31577.46,31535.18,31289.7,31280.0,31276.42,31506.1,31716.96,31936.6,32054.14,32243.86,32414.82,32451.24,32538.26,32589.1,32614.68,32640.54,32407.08,25930.18,20123.140000000003,12095.42,7808.38,3799.7400000000002,2321.94,1720.64,2215.0,3316.22,4407.66,6414.54,6529.9,7768.88,7819.900000000001,8102.46,8398.0,7134.92,9144.400000000001,9717.08,12961.62,14231.98
FinalAvg,-548.394,-2179.5840000000003,4362.5419999999995,9670.586000000001,6204.68,2316.842,-17898.09,-10402.824,16314.797999999999,24502.158,19036.996000000003,19582.478,4466.992,22306.453999999998,12378.128,21191.182,16633.52,12509.45,8677.304,2834.872,4934.78,5979.756,5664.004,8665.413999999999,13902.892,18609.95,18866.858,19032.658,11288.092,19860.636000000002,25238.235999999997,21350.932,17024.816000000003,12118.378,7758.1900000000005,3507.768,-443.66,-2487.7419999999997,-5600.606000000001,-6738.016,-9588.196,-10083.432,-10864.742,-11717.524000000001,-12487.472,-14101.116,-14152.498,-14648.69,-15373.276,-16287.764000000001,33784.806000000004,33568.056000000004,33686.68,33689.918,33563.408,33389.762,33164.346,32757.774,32702.344,32441.088,32151.496,31911.046,31657.424,31560.758,31312.164,31263.218,31195.682,31295.474,31481.018,31628.372,31753.016,31888.656,32059.99,32151.868,32229.4,32269.546,32282.83,32291.692,32100.566,25611.594,19837.192000000003,11773.368,7596.610000000001,3651.176,2224.444,1649.74,2122.726,3292.808,4367.33,6371.164,6446.446,7669.644,7757.2300000000005,8020.398,8323.826,7058.59,9081.35,9694.380000000001,12959.642000000002,14259.542
Scan_1,7704.14,9120.74,19372.46,24100.2,18335.780000000002,12919.1,-9001.82,6268.38,23679.12,26394.76,19167.34,18625.72,3832.14,18361.86,12643.18,18281.239999999998,21762.08,17204.78,13822.0,9626.4,10990.9,19422.66,18100.4,19675.04,26027.94,31529.12,32628.78,32636.92,23888.86,27447.28,27949.3,21849.18,15873.24,10194.66,5662.08,1473.28,-2393.2999999999997,-4324.08,-6791.64,-8285.08,-9539.18,-10075.6,-10659.08,-11194.0,-12058.38,-11833.5,-11211.12,-11903.94,-10417.86,-9486.86,34691.8,34429.12,34024.44,32986.5,33458.1,33170.24,32847.6,30740.68,30718.14,32017.16,31677.78,31578.32,31351.88,31415.2,31363.1,31379.88,31394.16,31760.1,32169.46,32416.6,32543.14,32769.26,32974.6,33033.84,33107.62,33097.32,32459.38,31213.68,29121.16,18300.02,11468.859999999999,3641.54,3574.72,1809.1200000000001,1134.48,1066.46,2083.3599999999997,3042.72,4746.1,6389.32,8282.98,9526.460000000001,9735.48,10626.02,11016.62,12324.92,14205.779999999999,14444.880000000001,18448.420000000002,20228.64
Scan_2,5738.68,7543.98,18138.36,22889.2,17411.34,12249.68,-9288.14,6429.7,24261.04,27453.98,20603.48,20155.280000000002,5769.92,20219.68,14774.42,20243.1,23598.18,18887.44,15225.46,10604.22,11621.220000000001,19821.48,18206.66,19710.28,25889.88,31394.52,32416.48,32451.64,23686.56,27280.84,27838.66,21810.36,15893.720000000001,10309.720000000001,5793.6,1714.12,-2109.22,-3954.3399999999997,-6376.86,-7893.86,-9233.76,-9684.460000000001,-10234.48,-10833.06,-11814.64,-11605.52,-11005.36,-11753.62,-10313.18,-9428.08,32795.82,32960.3,32902.72,32154.620000000003,33065.52,33046.02,32947.4,31001.420000000002,31137.5,32476.52,32226.6,31965.88,31957.76,31656.7,31559.58,31453.58,31497.78,31622.38,31701.94,31889.72,32092.8,32263.96,32449.84,32523.04,32689.6,32752.88,32160.82,30920.460000000003,28878.72,18120.34,11365.34,3630.44,3665.36,1990.78,1370.46,1292.7600000000002,2338.3599999999997,3278.14,4987.1,6578.84,8428.68,9664.140000000001,9834.640000000001,10678.98,11048.060000000001,12345.1,14201.46,14465.740000000002,18462.34,20250.44
Scan_3,5775.880000000001,7612.0599999999995,18193.96,22966.0,17483.0,12306.04,-9222.119999999999,6476.56,24294.98,27476.92,20659.7,20296.420000000002,5808.5599999999995,20283.62,14826.880000000001,20436.34,23680.0,18926.28,15231.28,10640.24,11665.5,19817.2,18248.8,19745.0,25966.6,31459.0,32473.32,32495.92,23714.5,27298.1,27853.78,21818.08,15910.86,10323.42,5810.24,1755.06,-2080.3199999999997,-3906.8199999999997,-6348.4,-7824.44,-9197.539999999999,-9663.1,-10221.6,-10822.84,-11794.619999999999,-11618.2,-11015.9,-11768.64,-10286.380000000001,-9398.0,32577.2,32657.74,32726.82,31955.280000000002,32942.02,32864.28,32776.72,30844.86,30964.239999999998,32314.7,32123.82,31979.74,31867.58,31593.28,31525.52,31540.78,31523.02,31626.64,31694.64,31894.94,32108.4,32285.14,32458.06,32535.88,32604.66,32632.02,32044.280000000002,30777.16,28760.28,17973.0,11252.359999999999,3523.2,3567.02,1913.72,1321.5800000000002,1286.3400000000001,2292.2,3273.06,4977.4800000000005,6626.68,8448.94,9678.6,9848.460000000001,10711.4,11092.740000000002,12388.699999999999,14251.96,14517.44,18538.34,20317.22
Scan_4,5821.18,7643.099999999999,18176.06,22925.54,17404.22,12209.92,-9328.94,6342.56,24162.08,27307.4,20483.28,20096.52,5610.860000000001,20210.02,14820.62,20360.26,23656.98,18871.16,15226.16,10647.26,11731.9,19897.1,18230.62,19719.14,25892.8,31375.879999999997,32364.56,32365.58,23592.2,27168.0,27721.02,21694.04,15794.54,10197.28,5696.98,1622.5,-2201.74,-4006.9999999999995,-6416.14,-7904.219999999999,-9244.76,-9717.800000000001,-10251.06,-10827.16,-11752.16,-11554.24,-11002.1,-11721.68,-10264.400000000001,-9363.880000000001,32591.0,32547.68,32564.78,31815.72,32689.54,32781.54,32711.86,30801.16,30994.879999999997,32352.3,32230.94,32061.44,31943.1,31832.98,31809.6,31720.36,31697.88,31740.94,31822.86,32003.36,32196.48,32342.42,32550.82,32610.12,32726.56,32737.38,32156.2,30891.56,28823.02,18102.18,11335.859999999999,3602.44,3626.16,1940.26,1323.48,1272.96,2271.7999999999997,3284.2,5004.52,6606.12,8451.02,9657.320000000002,9824.28,10682.119999999999,11067.380000000001,12366.22,14187.18,14447.160000000002,18445.24,20222.32
Scan_5,5704.9800000000005,7521.42,18108.64,22885.960000000003,17426.56,12235.28,-9289.3,6387.9400000000005,24184.78,27335.1,20486.7,20130.440000000002,5628.4,20169.32,14642.24,20210.52,23454.34,18724.34,15082.72,10522.86,11600.5,19804.84,18170.3,19672.92,25880.24,31383.46,32389.84,32412.8,23654.98,27243.12,27810.0,21770.58,15868.140000000001,10283.300000000001,5766.3,1704.1599999999999,-2147.98,-3962.12,-6411.16,-7919.039999999999,-9298.3,-9767.640000000001,-10318.94,-10890.56,-11844.34,-11628.48,-11060.18,-11814.960000000001,-10326.5,-9424.460000000001,32896.28,32897.36,32807.26,32172.640000000003,33094.0,33000.16,32885.32,30905.56,30998.94,32308.92,32123.8,31999.48,31838.74,31688.08,31535.62,31511.32,31493.76,31622.46,31746.32,31958.58,32173.9,32336.74,32562.28,32644.4,32744.6,32771.04,32152.600000000002,30944.32,28910.34,18123.06,11387.859999999999,3631.66,3646.98,1957.0800000000002,1346.3200000000002,1309.3000000000002,2282.04,3269.6,4949.780000000001,6563.76,8388.6,9619.980000000001,9806.28,10674.08,11065.62,12375.8,14224.0,14498.580000000002,18512.52,20296.78
Scan_6,5550.360000000001,7323.959999999999,17914.7,22659.72,17220.84,12066.8,-9423.76,6306.28,24174.22,27396.56,20569.4,20242.5,5897.0599999999995,20401.14,14978.24,20495.6,23777.3,19108.04,15350.22,10682.86,11739.26,19872.66,18195.46,19681.88,25870.74,31387.219999999998,32397.12,32425.4,23675.6,27262.52,27818.8,21784.0,15886.16,10299.82,5812.5,1736.6799999999998,-2070.3599999999997,-3886.9799999999996,-6309.26,-7804.66,-9169.0,-9614.84,-10187.28,-10816.12,-11775.42,-11613.22,-11069.34,-11811.16,-10372.54,-9461.52,32857.06,32821.72,32817.28,32100.06,33119.9,33069.3,32982.72,31035.38,31188.48,32501.2,32238.26,32101.58,32155.64,31831.44,31732.78,31634.6,31595.54,31754.98,31764.7,31932.94,32132.26,32299.76,32523.24,32611.26,32770.78,32789.64,32213.56,30964.08,28947.06,18179.46,11437.46,3692.6,3728.48,2056.34,1433.5800000000002,1384.64,2450.94,3387.04,5078.900000000001,6653.84,8467.44,9694.78,9832.26,10658.4,11038.080000000002,12328.64,14177.199999999999,14459.580000000002,18467.02,20264.26
Scan_7,7820.280000000001,9281.96,19459.22,24058.760000000002,18237.440000000002,12749.9,-9172.359999999999,6074.34,23456.24,26173.96,19018.58,18456.18,3677.86,18024.18,12222.78,17961.559999999998,21469.8,16947.1,13764.4,9544.08,10921.560000000001,19389.78,18087.06,19690.739999999998,26055.42,31594.219999999998,32722.7,32698.68,23972.42,27483.92,28009.66,21891.600000000002,15916.380000000001,10218.640000000001,5690.48,1487.28,-2375.7599999999998,-4388.639999999999,-6892.0,-8352.5,-9602.22,-10159.28,-10642.460000000001,-11205.960000000001,-12114.039999999999,-11831.22,-11222.640000000001,-11931.08,-10428.5,-9502.880000000001,34692.6,34435.0,34093.92,33047.22,33522.74,33254.56,32936.86,30842.36,30825.46,32134.76,31682.86,31579.4,31305.24,31543.1,31592.16,31516.86,31469.26,31904.64,32107.8,32437.54,32641.54,32748.96,33003.42,33096.26,33171.7,33187.46,32543.88,31298.32,29219.18,18394.46,11557.58,3711.3,3640.74,1868.8400000000001,1199.1200000000001,1119.22,2116.92,3085.1,4779.22,6412.66,8303.7,9566.300000000001,9748.7,10659.24,11047.400000000001,12343.439999999999,14227.16,14464.6,18468.08,20237.92
Scan_8,7878.080000000001,9322.48,19566.14,24140.38,18361.88,12872.3,-9091.8,6149.78,23539.46,26269.7,19004.14,18426.420000000002,3585.42,18200.14,12483.0,17933.079999999998,21426.78,17050.04,13726.88,9564.04,10963.64,19441.34,18130.0,19715.78,26125.04,31625.039999999997,32731.34,32673.44,23933.36,27436.2,27930.920000000002,21806.300000000003,15808.54,10123.060000000001,5592.28,1373.5,-2494.7799999999997,-4411.16,-6862.56,-8479.1,-9711.32,-10179.26,-10778.04,-11290.1,-12182.46,-11924.58,-11239.84,-11946.28,-10448.080000000002,-9512.7,34498.7,34195.12,33810.5,32741.9,33197.68,32931.98,32651.1,30583.100000000002,30618.579999999998,31957.38,31659.54,31626.48,31480.74,31546.82,31551.54,31834.84,31833.76,32100.5,32555.88,32787.56,32944.12,33100.98,33211.52,33229.9,33260.3,33223.4,32538.52,31261.32,29142.74,18310.06,11469.519999999999,3628.66,3545.54,1779.44,1081.44,1011.0200000000001,2012.54,2981.3,4696.88,6344.38,8228.880000000001,9494.720000000001,9719.300000000001,10625.46,11012.820000000002,12324.68,14186.42,14423.52,18435.820000000003,20203.02
Scan_9,5675.880000000001,7495.5599999999995,18052.68,22838.660000000003,17366.08,12213.56,-9299.119999999999,6410.42,24233.9,27400.54,20630.5,20219.960000000003,5786.5,20283.74,14817.68,20366.559999999998,23663.7,18831.58,15176.64,10544.78,11690.92,19797.08,18232.12,19723.54,25907.68,31401.7,32422.92,32442.92,23689.0,27271.3,27839.600000000002,21805.920000000002,15899.800000000001,10304.480000000001,5802.86,1711.76,-2112.16,-3956.24,-6372.84,-7870.259999999999,-9212.6,-9722.58,-10267.460000000001,-10887.880000000001,-11794.699999999999,-11653.78,-11034.12,-11774.14,-10314.380000000001,-9433.32,32304.52,32434.04,32643.3,31936.06,32918.66,32906.08,32803.24,30867.0,31014.48,32325.4,32239.18,32012.72,31956.9,31719.64,31616.9,31565.16,31558.9,31607.46,31728.46,31926.5,32133.76,32323.44,32488.68,32568.86,32665.4,32716.54,32183.84,30935.18,28914.8,18161.12,11401.58,3652.24,3678.8199999999997,1983.7,1394.5600000000002,1330.68,2350.8999999999996,3297.42,4998.74,6605.92,8449.48,9632.5,9790.7,10636.0,11036.68,12310.48,14165.46,14422.920000000002,18433.68,20218.36
Scan_10,5730.92,7569.24,18173.06,22951.4,17481.940000000002,12337.9,-9152.94,6539.58,24385.08,27587.7,20764.82,20379.38,5965.4400000000005,20465.78,15072.52,20627.44,24065.02,19155.38,15354.88,10715.38,11719.06,19953.74,18288.84,19733.28,25926.42,31394.68,32426.16,32426.54,23654.52,27233.24,27789.16,21746.9,15831.9,10245.76,5736.98,1655.74,-2161.3199999999997,-3993.54,-6396.32,-7878.9,-9180.16,-9682.1,-10238.960000000001,-10846.16,-11824.16,-11583.9,-11016.640000000001,-11767.94,-10306.54,-9422.84,32783.7,32912.14,32834.56,32198.320000000003,33159.44,33165.52,33092.5,31157.2,31320.52,32661.22,32356.38,32153.12,32047.0,31787.98,31698.36,31603.36,31669.14,31567.24,31556.3,31728.74,31917.52,32085.64,32279.58,32383.62,32499.3,32571.3,31989.100000000002,30786.56,28777.760000000002,18035.72,11340.56,3600.44,3652.3199999999997,2002.16,1398.5,1355.74,2384.7599999999998,3348.68,5070.56,6670.62,8543.140000000001,9699.54,9835.960000000001,10657.98,11020.060000000001,12320.18,14150.359999999999,14401.320000000002,18411.300000000003,20189.32
FinalAvg,6340.0380000000005,8043.449999999999,18515.528,23241.582000000002,17672.908,12416.048,-9227.029999999999,6338.554,24037.09,27079.662,20138.794,19702.882,5156.216,19661.948,14128.155999999999,19691.57,23055.418,18370.614,14796.064,10309.212,11464.446,19721.788,18189.026,19706.76,25954.276,31454.484,32497.322,32502.984,23746.2,27312.452,27856.09,21797.696,15868.328000000001,10250.014000000001,5736.43,1623.408,-2214.694,-4079.0919999999996,-6517.718,-8021.205999999999,-9338.884,-9826.666000000001,-10379.936,-10961.384,-11895.492,-11684.664,-11087.724,-11819.344000000001,-10347.836000000001,-9443.454,33268.868,33229.022000000004,33122.558,32310.832000000002,33116.76,33018.968,32863.532,30877.872000000003,30978.122,32304.956,32055.916,31905.816,31790.458,31661.522,31598.516,31576.074,31573.32,31730.734,31884.836,32097.648,32288.392,32455.63,32650.204,32723.718,32824.052,32847.898,32244.218,30999.264000000003,28949.506,18169.942,11401.698,3631.4519999999998,3632.614,1930.144,1300.352,1242.912,2258.382,3224.726,4928.928,6545.214,8399.286,9623.434000000001,9797.606,10660.967999999999,11044.546,12342.815999999999,14197.697999999999,14454.574,18462.276,20242.828
Scan_1,-34004.22,-33761.54,-33637.08,-33391.16,-33247.02,-33160.42,-33073.2,-33002.840000000004,-32701.74,-32528.76,-32224.3,-32058.88,-31772.48,-31700.92,-31545.62,-31443.12,-31482.44,-31695.06,-32031.26,-32307.32,-32484.04,-32702.56,-32903.48,-33003.12,-33067.0,-33102.6,-33087.2,-33071.14,-30422.260000000002,-20976.02,-11490.64,-8157.360000000001,-4941.1,-3763.06,-3314.32,-4568.0199999999995,-6208.8,-7717.26,-9692.26,-11215.56,-12352.140000000001,-13871.8,-14834.96,-15554.18,-16250.16,-16538.12,-17445.34,-18548.879999999997,-20705.42,-21908.86,-8484.94,103.55999999999995,1653.8199999999997,9895.44,-3798.86,-7791.24,-13477.72,4151.200000000001,20633.24,15805.579999999998,17831.08,16571.36,-3017.58,15736.38,9025.08,13835.78,12372.1,11196.82,13892.92,10651.82,14638.32,16529.98,14661.68,22455.02,22673.98,30927.0,26512.08,30712.32,22535.160000000003,25864.440000000002,22610.36,15772.02,11067.900000000001,6126.72,2302.2400000000002,-20.740000000000002,-3040.06,-3085.28,-4656.54,-5142.38,-7076.420000000001,-5272.660000000001,-3593.04,-3167.1400000000003,-2751.2599999999998,-4325.4,-3087.9,-733.22,-903.78,2418.4
Scan_2,-35641.38,-35529.56,-35418.22,-35143.64,-35021.94,-34627.9,-34248.38,-34071.14,-33896.38,-33692.92,-33469.32,-33386.34,-33264.6,-33266.92,-33151.1,-33311.94,-33173.04,-33323.0,-33379.64,-33278.04,-33086.22,-33110.16,-33063.6,-33061.0,-33019.72,-33018.62,-32960.22,-32979.02,-30364.4,-20952.18,-11489.779999999999,-8191.3,-5014.360000000001,-3842.48,-3374.6200000000003,-4698.639999999999,-6300.740000000001,-7898.320000000001,-9811.800000000001,-11371.26,-12442.380000000001,-13989.1,-14949.26,-15621.68,-16259.86,-16527.420000000002,-17428.8,-18509.32,-20649.12,-21849.52,-4342.84,3677.8599999999997,5605.26,13128.840000000002,-801.04,-5353.66,-11527.039999999999,5775.4400000000005,21882.58,16530.32,18011.6,16580.82,-3411.38,15279.06,8404.619999999999,13101.94,11664.96,10661.58,13676.84,10565.92,14546.24,16590.36,14821.6,22696.06,22956.64,31242.52,26834.180000000004,31054.420000000002,22846.88,26118.18,22762.82,15840.560000000001,11025.62,6011.580000000001,2116.6800000000003,-265.06,-3280.2799999999997,-3372.9,-4913.4,-5452.78,-7317.4800000000005,-5498.860000000001,-3807.98,-3334.1800000000003,-2877.16,-4439.4400000000005,-3210.9,-836.86,-1034.56,2302.2799999999997
Scan_3,-35315.42,-35452.3,-35305.44,-35009.62,-34903.0,-34584.94,-34242.22,-34103.66,-33936.48,-33741.4,-33520.38,-33419.56,-33257.34,-33294.46,-33186.34,-33331.34,-33142.32,-33129.58,-33306.98,-33203.58,-33023.14,-33030.14,-32973.12,-32947.1,-32872.02,-32914.2,-32869.88,-32897.74,-30301.88,-20921.86,-11481.539999999999,-8203.52,-5050.900000000001,-3885.16,-3438.0,-4752.82,-6364.22,-7951.580000000001,-9876.04,-11426.7,-12485.820000000002,-13988.519999999999,-14971.539999999999,-15631.82,-16279.26,-16536.420000000002,-17431.74,-18504.92,-20640.62,-21844.46,-3941.8600000000006,3657.3999999999996,5667.34,13205.220000000001,-745.66,-5308.2,-11563.38,5696.6,21817.46,16488.82,17995.48,16556.82,-3403.5200000000004,15284.36,8439.36,13169.5,11720.44,10671.22,13714.14,10596.94,14602.880000000001,16654.22,14858.26,22747.86,23008.420000000002,31265.48,26847.340000000004,31059.620000000003,22840.88,26115.74,22740.600000000002,15817.92,11001.16,5990.540000000001,2093.4,-273.94,-3278.52,-3365.26,-4902.78,-5425.62,-7285.400000000001,-5439.38,-3764.7,-3289.9800000000005,-2837.2599999999998,-4419.6,-3176.98,-823.22,-1059.76,2323.5
Scan_4,-35604.64,-35342.28,-35530.98,-35162.44,-35029.54,-34647.08,-34334.82,-34116.14,-33925.16,-33842.74,-33676.26,-33566.28,-33500.82,-33528.02,-33330.94,-33438.64,-33484.02,-33446.02,-33377.24,-33334.58,-33182.14,-33120.8,-33003.42,-32959.12,-32896.32,-32863.46,-32856.5,-32858.86,-30262.980000000003,-20868.68,-11435.3,-8165.58,-5037.92,-3874.16,-3423.42,-4761.5199999999995,-6382.780000000001,-7999.76,-9886.060000000001,-11445.36,-12545.960000000001,-14064.84,-14999.98,-15683.38,-16325.76,-16567.62,-17449.78,-18515.12,-20659.8,-21833.26,-3978.4000000000005,4325.02,5727.92,13470.640000000001,-439.6600000000001,-4931.16,-11219.52,6158.54,22351.56,16824.1,18262.62,16747.66,-3259.32,15407.42,8436.54,13143.42,11744.92,10717.52,13673.36,10615.12,14656.28,16700.5,14921.98,22780.0,23005.12,31299.38,26852.4,31074.72,22844.820000000003,26126.66,22746.84,15824.480000000001,10991.240000000002,5953.3,2022.3600000000001,-325.92,-3356.6,-3436.6000000000004,-4975.78,-5486.679999999999,-7375.780000000001,-5523.64,-3797.38,-3326.86,-2912.92,-4476.2,-3246.8,-881.04,-1080.62,2226.12
Scan_5,-35610.3,-35630.26,-35515.14,-35488.92,-35275.68,-34983.1,-34619.78,-34487.66,-34309.66,-34122.7,-33794.44,-33672.8,-33497.14,-33429.56,-33552.38,-33512.56,-33306.48,-33263.8,-33253.78,-33259.2,-33106.32,-33060.86,-32997.84,-32982.68,-32917.08,-32942.58,-32881.44,-32990.4,-30352.460000000003,-20995.76,-11525.06,-8263.56,-5108.92,-3971.46,-3505.1800000000003,-4813.96,-6434.9400000000005,-8018.420000000001,-9994.460000000001,-11510.76,-12567.5,-14076.68,-15014.78,-15705.48,-16348.26,-16590.760000000002,-17474.24,-18536.46,-20670.38,-21848.92,-4073.5600000000004,3848.6,5853.4,12762.400000000001,-781.9399999999999,-5508.4,-11415.52,5713.2,21961.72,16510.12,17763.94,16414.56,-3567.7200000000003,15126.32,8345.02,13025.6,11546.44,10531.36,13531.66,10502.18,14563.68,16609.1,14871.779999999999,22759.74,23052.64,31342.66,26938.180000000004,31134.100000000002,22949.100000000002,26214.3,22867.72,15927.84,11116.320000000002,6073.26,2168.7000000000003,-194.86,-3227.2599999999998,-3308.6400000000003,-4892.36,-5398.0599999999995,-7284.400000000001,-5449.52,-3738.3999999999996,-3282.82,-2865.08,-4429.36,-3207.6800000000003,-842.02,-1072.26,2262.4
Scan_6,-33913.58,-33571.18,-33541.68,-33415.64,-33314.82,-33224.82,-32849.36,-32823.54,-32878.8,-32639.78,-32287.9,-32024.32,-31556.52,-31642.28,-31461.34,-31391.54,-31355.96,-31602.04,-31846.14,-32124.76,-32352.48,-32570.2,-32748.22,-32861.3,-32932.7,-32978.38,-32987.06,-32999.78,-30389.180000000004,-20971.719999999998,-11494.58,-8190.740000000001,-5016.88,-3851.74,-3418.6600000000003,-4653.78,-6285.46,-7792.240000000001,-9772.140000000001,-11298.56,-12435.980000000001,-13947.66,-14892.88,-15608.86,-16296.66,-16570.72,-17478.4,-18569.5,-20724.72,-21933.54,-8264.960000000001,265.52,1827.8199999999997,10065.28,-3683.42,-7716.12,-13539.779999999999,4035.96,20508.02,15602.06,17568.24,16382.8,-2954.5200000000004,15619.98,8934.1,13671.66,12338.8,11119.54,13927.78,10677.78,14634.84,16543.7,14690.18,22506.12,22722.06,30966.48,26542.22,30744.5,22559.920000000002,25870.66,22577.56,15728.140000000001,10992.960000000001,6043.620000000001,2200.84,-77.9,-3033.68,-3127.5600000000004,-4693.12,-5203.2,-7105.620000000001,-5304.08,-3608.2799999999997,-3174.94,-2770.12,-4355.1,-3103.34,-745.88,-917.6199999999999,2416.02
