Scan_Group,Point_0_Real,Point_1_Real,Point_2_Real,Point_3_Real,Point_4_Real,Point_5_Real,Point_6_Real,Point_7_Real,Point_8_Real,Point_9_Real,Point_10_Real,Point_11_Real,Point_12_Real,Point_13_Real,Point_14_Real,Point_15_Real,Point_16_Real,Point_17_Real,Point_18_Real,Point_19_Real,Point_20_Real,Point_21_Real,Point_22_Real,Point_23_Real,Point_24_Real,Point_25_Real,Point_26_Real,Point_27_Real,Point_28_Real,Point_29_Real,Point_30_Real,Point_31_Real,Point_32_Real,Point_33_Real,Point_34_Real,Point_35_Real,Point_36_Real,Point_37_Real,Point_38_Real,Point_39_Real,Point_40_Real,Point_41_Real,Point_42_Real,Point_43_Real,Point_44_Real,Point_45_Real,Point_46_Real,Point_47_Real,Point_48_Real,Point_49_Real,Point_0_Imag,Point_1_Imag,Point_2_Imag,Point_3_Imag,Point_4_Imag,Point_5_Imag,Point_6_Imag,Point_7_Imag,Point_8_Imag,Point_9_Imag,Point_10_Imag,Point_11_Imag,Point_12_Imag,Point_13_Imag,Point_14_Imag,Point_15_Imag,Point_16_Imag,Point_17_Imag,Point_18_Imag,Point_19_Imag,Point_20_Imag,Point_21_Imag,Point_22_Imag,Point_23_Imag,Point_24_Imag,Point_25_Imag,Point_26_Imag,Point_27_Imag,Point_28_Imag,Point_29_Imag,Point_30_Imag,Point_31_Imag,Point_32_Imag,Point_33_Imag,Point_34_Imag,Point_35_Imag,Point_36_Imag,Point_37_Imag,Point_38_Imag,Point_39_Imag,Point_40_Imag,Point_41_Imag,Point_42_Imag,Point_43_Imag,Point_44_Imag,Point_45_Imag,Point_46_Imag,Point_47_Imag,Point_48_Imag,Point_49_Imag
Scan_1,-5555.860000000001,-16311.960000000001,-16445.98,-7039.76,-2732.7,-3365.0,-11735.54,-2845.04,-28021.44,-33414.34,-24538.5,-20229.38,-28674.08,-33881.04,-22738.4,-14384.84,-19770.660000000003,-18077.8,-22403.48,-26488.02,-32971.66,-32873.44,-25985.06,-25009.8,-28053.88,-32272.420000000002,-33048.34,-27853.960000000003,-24915.980000000003,-25496.7,-3685.94,-15435.92,-1145.88,4070.4399999999996,4778.02,8808.6,6762.14,8455.880000000001,5407.860000000001,2777.48,946.6800000000001,-2933.1600000000003,-3529.54,-7346.42,-9605.96,-13284.640000000001,-18570.14,-14855.66,-14712.08,-16200.14,-33706.1,-33338.68,-32899.04,-32483.72,-32126.54,-32087.64,-29747.620000000003,-31661.64,-24819.760000000002,-30018.22,-31863.66,-31899.84,-31824.48,-29165.64,-31801.54,-31765.56,-31738.02,-31798.82,-31735.06,-31848.26,-31342.98,-28621.120000000003,-32535.18,-32734.86,-25947.12,-21895.600000000002,-31424.94,-33225.32,-33136.52,-33139.18,-33090.76,-32999.4,-32842.0,-32662.82,-29829.66,-30247.76,-27745.32,-29335.64,-26807.16,-26667.22,-26025.2,-25039.42,-24163.96,-22152.54,-19381.36,-17023.9,-14776.5,-16213.2,-16916.059999999998,-18302.32
Scan_2,-6342.16,-17282.9,-17238.12,-7825.92,-3263.52,-3699.9,-11919.96,-2873.92,-27879.96,-33011.32,-24066.22,-19734.82,-28111.18,-33188.3,-21896.12,-13600.060000000001,-18996.160000000003,-17200.719999999998,-21787.88,-25931.22,-32646.94,-32463.86,-25588.480000000003,-24640.38,-27690.3,-31914.420000000002,-32666.64,-27480.640000000003,-24557.36,-25170.46,-3387.86,-15154.779999999999,-892.04,4274.68,4946.92,8950.52,6878.28,8549.44,5517.02,2878.8,1056.9,-2815.9800000000005,-3415.8,-7213.34,-9426.9,-13114.420000000002,-18387.08,-14707.9,-14573.720000000001,-16086.279999999999,-30093.079999999998,-30259.56,-30258.08,-30380.26,-30037.52,-30236.48,-28062.22,-30109.94,-23436.0,-28839.44,-30942.42,-30960.04,-31129.72,-28420.62,-31191.78,-31268.66,-31314.38,-31372.92,-31458.94,-31670.56,-31270.0,-28571.480000000003,-32514.86,-32710.36,-26001.059999999998,-21943.160000000003,-31521.18,-33336.24,-33263.76,-33235.46,-33164.78,-33067.76,-32961.82,-32774.84,-29907.92,-30322.76,-27769.3,-29321.78,-26748.940000000002,-26576.68,-25917.88,-24946.38,-24046.739999999998,-22048.32,-19260.58,-16937.940000000002,-14712.88,-16169.4,-16906.519999999997,-18305.88
Scan_3,-5392.5599999999995,-16375.300000000001,-16205.32,-7120.8,-2807.94,-3502.54,-11884.8,-3015.2200000000003,-28332.56,-33683.7,-24982.9,-20563.98,-29003.66,-34099.54,-22831.260000000002,-14653.560000000001,-19822.980000000003,-17999.84,-22413.64,-26715.42,-33386.6,-33170.28,-26299.440000000002,-25257.3,-28263.760000000002,-32422.7,-33181.68,-27911.300000000003,-24922.56,-25452.16,-3615.12,-15339.46,-1015.9,4230.74,4945.64,8951.539999999999,6914.2,8574.54,5542.8,2864.86,1041.8600000000001,-2845.32,-3463.9,-7269.900000000001,-9487.439999999999,-13174.78,-18438.78,-14763.68,-14608.960000000001,-16111.16,-31042.059999999998,-31152.12,-30607.78,-31005.68,-30799.14,-31007.76,-28810.68,-30810.899999999998,-24116.760000000002,-29298.86,-31221.84,-31236.56,-31156.44,-28513.42,-31065.84,-31289.12,-31139.94,-31196.18,-31324.64,-31624.64,-31202.920000000002,-28456.58,-32379.5,-32615.84,-25807.84,-21770.000000000004,-31243.059999999998,-33090.9,-32988.86,-32962.78,-32869.68,-32753.28,-32665.1,-32521.8,-29703.76,-30112.96,-27608.88,-29199.88,-26664.36,-26510.34,-25878.36,-24907.48,-24027.399999999998,-22001.9,-19220.300000000003,-16888.82,-14665.36,-16118.16,-16847.48,-18254.44
Scan_4,-6319.2,-17185.02,-17171.0,-7782.68,-3552.78,-4108.18,-12420.54,-3275.3199999999997,-28585.12,-33926.94,-24919.02,-20377.8,-28957.08,-33782.12,-22506.5,-14211.160000000002,-19537.58,-17598.5,-22027.22,-26233.16,-32731.62,-32669.82,-25905.7,-24992.14,-28070.7,-32387.2,-33237.26,-28075.480000000003,-25147.22,-25720.0,-3873.1800000000003,-15559.08,-1248.98,4057.68,4867.76,8852.52,6774.06,8483.4,5448.02,2749.58,906.5200000000001,-2927.0800000000004,-3545.86,-7340.1,-9527.9,-13194.400000000001,-18418.14,-14750.12,-14572.54,-16064.119999999999,-31856.739999999998,-31725.9,-31338.52,-31298.1,-31209.36,-31274.54,-29055.04,-30796.7,-24220.7,-29415.8,-31283.1,-31275.32,-31495.08,-28644.94,-31375.88,-31566.66,-31628.78,-31618.02,-31745.34,-31985.88,-31605.88,-28920.7,-32823.64,-33028.74,-26202.079999999998,-22085.320000000003,-31475.76,-33192.36,-33042.72,-32888.26,-32735.78,-32443.72,-32390.74,-32244.16,-29371.4,-29787.12,-27361.84,-28924.98,-26428.120000000003,-26301.98,-25673.06,-24718.42,-23854.64,-21846.22,-19110.260000000002,-16767.940000000002,-14549.72,-16013.94,-16762.34,-18173.76
Scan_5,-3970.78,-14788.78,-15129.32,-5693.76,-1619.7199999999998,-2386.86,-10934.92,-2225.22,-27688.48,-33329.78,-24549.36,-20383.54,-28922.7,-34194.9,-22955.84,-14677.160000000002,-19945.74,-18237.18,-22623.66,-26788.36,-33304.36,-33187.96,-26405.36,-25426.96,-28460.86,-32692.58,-33421.7,-28170.760000000002,-25147.780000000002,-25661.52,-3795.84,-15510.82,-1151.62,4050.0199999999995,4826.64,8765.619999999999,6648.4,8269.28,5308.02,2603.7400000000002,800.26,-3134.38,-3777.44,-7576.46,-9746.16,-13403.640000000001,-18578.66,-14941.88,-14753.560000000001,-16202.96,-32023.94,-32033.68,-32087.88,-32237.48,-32350.6,-32528.58,-30355.06,-32390.44,-25597.280000000002,-30878.86,-32558.42,-32551.44,-32496.4,-29781.74,-32024.3,-32058.32,-31842.82,-31922.26,-31970.58,-32100.44,-31517.7,-28742.180000000004,-32553.32,-32767.42,-25850.739999999998,-21690.24,-31044.54,-32779.72,-32595.86,-32542.9,-32444.56,-32384.54,-32212.28,-32187.48,-29325.88,-29723.72,-27299.1,-28826.16,-26271.32,-26115.1,-25452.62,-24468.5,-23570.6,-21577.48,-18842.58,-16523.24,-14309.32,-15778.380000000001,-16562.859999999997,-17975.4
Scan_6,-5097.76,-15902.76,-15913.78,-6555.16,-2254.92,-2976.18,-11382.22,-2404.98,-27788.2,-33257.06,-24526.62,-20212.6,-28692.94,-34020.74,-22850.7,-14620.560000000001,-19966.600000000002,-18237.5,-22570.760000000002,-26682.2,-33277.78,-33118.34,-26241.280000000002,-25160.72,-28144.98,-32356.280000000002,-33149.56,-27889.72,-24939.280000000002,-25455.76,-3608.76,-15348.619999999999,-1017.4,4278.7,5008.76,9049.539999999999,7071.74,8658.06,5668.88,2973.9,1147.68,-2762.5000000000005,-3386.02,-7221.8,-9454.02,-13145.44,-18407.38,-14727.98,-14561.58,-16068.56,-32187.239999999998,-31937.92,-31503.18,-31662.06,-31506.44,-31743.92,-29587.440000000002,-31537.92,-24901.600000000002,-30197.52,-32202.58,-32157.96,-32050.74,-29552.66,-32037.22,-32139.58,-31997.78,-32031.96,-31986.14,-32115.2,-31665.48,-28937.460000000003,-32801.32,-33041.72,-26202.72,-22117.920000000002,-31553.48,-33346.24,-33186.9,-33154.9,-33039.02,-32763.42,-32651.4,-32447.32,-29604.78,-29964.94,-27444.24,-29057.0,-26531.82,-26387.52,-25783.5,-24827.12,-23996.039999999997,-22006.5,-19214.940000000002,-16868.100000000002,-14646.34,-16097.2,-16827.379999999997,-18239.56
Scan_7,-2066.88,-13161.400000000001,-13934.72,-4632.94,-809.1199999999999,-1752.68,-10522.06,-2008.04,-27597.44,-33367.64,-24698.28,-20489.96,-29013.88,-34127.76,-22891.5,-14493.160000000002,-19620.86,-17584.14,-21860.34,-26008.9,-32589.68,-32483.2,-25495.460000000003,-24533.42,-27590.48,-31809.68,-32600.22,-27364.120000000003,-24450.56,-25053.14,-3285.0,-15064.76,-827.46,4330.2,4985.08,8905.48,6794.88,8398.98,5309.06,2624.7400000000002,788.86,-3066.4,-3676.26,-7454.360000000001,-9647.08,-13311.28,-18509.2,-14839.88,-14650.52,-16142.939999999999,-32286.46,-32321.96,-32362.82,-32413.56,-32526.28,-32575.42,-30260.08,-32186.34,-25288.54,-30372.920000000002,-31950.94,-31766.26,-31498.84,-28639.86,-31131.06,-31118.9,-30962.1,-30947.36,-31016.9,-31278.18,-30929.18,-28261.300000000003,-32303.92,-32499.12,-25772.68,-21715.06,-31291.68,-33034.04,-32966.94,-32930.46,-32847.8,-32772.62,-32643.72,-32548.3,-29673.24,-30082.42,-27566.12,-29118.96,-26566.56,-26388.079999999998,-25710.5,-24697.82,-23792.399999999998,-21781.7,-19040.56,-16706.760000000002,-14499.36,-15966.54,-16732.3,-18157.72
Scan_8,-5086.76,-15666.76,-16014.86,-6583.54,-2331.7799999999997,-3008.7799999999997,-11335.76,-2372.02,-27553.0,-33005.06,-24051.0,-19673.68,-28143.16,-33445.04,-22166.920000000002,-13939.720000000001,-19276.9,-17598.039999999997,-21990.54,-26156.54,-32695.62,-32608.16,-25817.960000000003,-24884.14,-27941.84,-32164.4,-32953.4,-27760.08,-24796.460000000003,-25296.3,-3541.94,-15305.599999999999,-1009.86,4217.58,4931.06,8972.439999999999,6922.62,8569.2,5554.38,2872.3,1037.16,-2879.84,-3501.0,-7320.4400000000005,-9551.84,-13244.660000000002,-18490.82,-14838.08,-14660.320000000002,-16155.58,-35425.68,-34822.12,-33911.16,-33165.56,-32551.62,-32443.6,-29773.620000000003,-31556.36,-24679.98,-29962.52,-31820.92,-31757.9,-31736.32,-29084.42,-31672.72,-31751.52,-31707.32,-31787.92,-31826.0,-31995.44,-31549.940000000002,-28827.960000000003,-32749.12,-32881.2,-26058.48,-21966.86,-31474.6,-33238.38,-33132.18,-33218.06,-33069.26,-32923.1,-32774.74,-32643.68,-29749.78,-30119.14,-27609.9,-29181.94,-26630.4,-26464.94,-25809.34,-24827.02,-23940.34,-21930.4,-19162.54,-16798.280000000002,-14565.8,-16012.42,-16747.8,-18161.1
Scan_9,-5586.22,-16409.78,-16883.8,-7595.1,-3392.4,-4130.48,-12469.94,-3529.2799999999997,-28726.98,-34076.5,-25137.2,-20579.0,-28882.82,-33919.72,-22640.64,-14082.800000000001,-19358.280000000002,-17530.34,-21863.34,-26090.0,-32714.32,-32620.68,-25798.86,-24879.78,-27942.64,-32166.74,-32986.66,-27791.660000000003,-24852.4,-25427.0,-3604.36,-15352.66,-1048.78,4184.58,4924.2,8921.98,6899.32,8515.6,5441.68,2811.3,965.5200000000001,-2927.34,-3545.36,-7357.400000000001,-9570.84,-13243.720000000001,-18464.2,-14787.5,-14591.78,-16069.0,-34424.62,-34469.04,-34063.76,-33851.08,-33560.96,-33385.98,-31016.760000000002,-32751.399999999998,-25740.280000000002,-30668.22,-32296.7,-32066.04,-31860.46,-29091.3,-31762.76,-31648.14,-31612.08,-31636.3,-31694.86,-31897.24,-31462.54,-28724.940000000002,-32626.56,-32789.0,-25951.04,-21861.160000000003,-31335.64,-33090.78,-32960.28,-32862.84,-32773.82,-32658.14,-32524.48,-32405.46,-29559.58,-29935.52,-27450.16,-29049.54,-26539.48,-26400.02,-25769.38,-24805.1,-23939.18,-21922.780000000002,-19149.22,-16797.4,-14564.18,-16006.54,-16746.28,-18158.06
Scan_10,-5254.8,-15879.26,-16014.3,-6537.38,-2164.94,-2751.98,-11178.3,-2308.92,-27637.92,-33203.16,-24343.0,-20052.24,-28467.2,-33679.22,-22424.78,-14037.54,-19306.86,-17446.34,-21808.98,-25962.62,-32548.2,-32436.12,-25622.02,-24765.34,-27834.84,-32189.300000000003,-32893.7,-27695.020000000004,-24815.480000000003,-25407.26,-3561.2400000000002,-15282.58,-936.54,4321.139999999999,5104.7,9109.039999999999,7096.08,8706.9,5652.76,2965.28,1097.26,-2817.2400000000002,-3464.9,-7291.56,-9519.1,-13210.320000000002,-18443.54,-14785.58,-14599.800000000001,-16091.72,-31802.42,-31666.94,-31884.96,-32063.6,-31918.34,-32087.12,-29969.56,-31951.94,-25199.54,-30499.44,-32266.5,-32196.96,-32050.62,-29335.46,-31916.4,-31911.2,-31868.72,-31903.68,-31999.6,-32231.54,-31861.58,-29180.820000000003,-33091.42,-33325.9,-26492.64,-22342.800000000003,-31774.46,-33489.12,-33240.26,-33087.76,-32937.64,-32673.44,-32496.24,-32391.36,-29493.42,-29908.4,-27422.42,-29038.76,-26529.48,-26401.38,-25783.42,-24829.18,-23962.68,-21935.280000000002,-19152.84,-16789.98,-14534.32,-15975.58,-16708.82,-18117.34
FinalAvg,-5067.298000000001,-15896.392,-16095.12,-6736.704,-2492.982,-3168.258,-11578.404,-2685.7960000000003,-27981.11,-33427.55,-24581.21,-20229.7,-28686.87,-33833.838,-22590.266,-14270.056,-19560.262000000002,-17751.039999999997,-22134.984,-26305.644,-32886.678,-32763.186,-25915.962000000003,-24954.998,-27999.428,-32237.572,-33013.916,-27799.274,-24854.508,-25414.03,-3595.924,-15335.428,-1029.446,4201.576,4931.878000000001,8928.728,6876.1720000000005,8518.128,5485.048,2812.1980000000003,978.8700000000001,-2910.9240000000004,-3530.608,-7339.178000000001,-9553.724,-13232.730000000001,-18470.794,-14799.826,-14628.486,-16119.246,-32484.834,-32372.792,-32091.718,-32056.11,-31858.68,-31937.104,-29663.808,-31575.358,-24800.044,-30015.18,-31840.708,-31786.832,-31729.91,-29023.006,-31597.95,-31651.766,-31581.194,-31621.542,-31675.806,-31874.738,-31440.82,-28724.454,-32637.884,-32839.416,-26028.64,-21938.812,-31413.934,-33182.31,-33051.428,-33002.26,-32897.31,-32743.942,-32616.252,-32482.721999999998,-29621.942,-30020.474,-27527.728,-29105.464,-26571.764000000003,-26421.326,-25780.326,-24806.644,-23929.397999999997,-21920.312,-19153.518,-16810.236,-14582.378,-16035.136,-16775.784,-18184.558
Scan_1,-7517.66,-20052.72,-14652.08,-5888.48,-2374.08,-5105.18,-26648.56,-4645.76,-33480.240000000005,-34016.06,-27033.14,-22341.32,-28398.26,-33834.06,-18811.920000000002,-14440.68,-14129.82,-13558.980000000001,-22968.6,-25754.08,-32763.36,-32658.7,-20644.94,-27730.4,-31177.84,-32541.54,-32391.420000000002,-25800.140000000003,-23110.899999999998,-25474.739999999998,-6794.58,-5614.16,-1855.8400000000001,2421.38,2175.32,6574.92,5700.9400000000005,9433.240000000002,6613.9400000000005,3615.02,3758.94,-794.1,-4660.120000000001,-7004.56,-9953.8,-12487.6,-16593.5,-16176.980000000001,-14557.68,-15388.16,-33845.02,-33689.64,-33569.0,-33729.54,-33366.36,-33320.42,-26704.059999999998,-32081.48,-23622.52,-30278.480000000003,-32534.1,-32474.1,-32230.78,-32314.58,-32102.62,-31788.12,-31962.0,-31792.8,-31787.8,-31912.06,-31660.88,-31336.160000000003,-32504.36,-32646.24,-25778.2,-23605.4,-32948.88,-32997.92,-32872.9,-32811.18,-32712.82,-32636.9,-32590.1,-32340.100000000002,-28707.820000000003,-28832.52,-26135.24,-27139.160000000003,-24766.18,-25064.3,-24408.42,-23998.739999999998,-22624.24,-20975.160000000003,-18272.08,-16909.18,-16337.2,-14148.5,-16600.68,-18368.18
Scan_2,-9809.46,-21960.92,-15786.64,-7073.02,-3249.34,-5457.9,-26666.84,-4437.04,-33353.600000000006,-33747.16,-26826.3,-22184.899999999998,-28397.78,-33959.52,-19011.2,-14691.480000000001,-14437.3,-13986.54,-23302.68,-26009.48,-33044.4,-32898.56,-20910.66,-28002.76,-31509.8,-33006.3,-32812.700000000004,-26267.780000000002,-23486.18,-25843.4,-7074.48,-5793.66,-1911.44,2500.96,2384.84,6900.46,6063.84,9838.980000000001,6981.52,3959.56,4043.6,-597.76,-4500.280000000001,-6891.200000000001,-9884.939999999999,-12442.54,-16581.2,-16165.2,-14563.62,-15408.08,-30503.739999999998,-30102.06,-30163.8,-30405.34,-30648.36,-30752.66,-24541.8,-30137.16,-22099.82,-29095.22,-31642.74,-31713.02,-31652.82,-31839.68,-31696.88,-31463.98,-31830.74,-31871.86,-31927.7,-32141.56,-31964.78,-31732.480000000003,-32940.08,-33202.96,-26320.64,-24092.4,-33348.0,-33377.44,-33262.1,-33071.76,-32885.6,-32669.6,-32602.54,-32316.72,-28652.000000000004,-28802.480000000003,-26143.2,-27181.06,-24866.6,-25211.02,-24576.84,-24201.54,-22838.680000000004,-21178.440000000002,-18435.74,-17043.2,-16442.84,-14231.2,-16660.68,-18406.8
Scan_3,-9429.52,-21813.34,-15701.0,-7236.12,-3180.8,-5798.26,-27151.72,-4972.02,-33616.48,-34054.28,-27017.02,-22040.84,-28188.56,-33591.32,-18552.5,-14174.78,-13837.76,-13471.460000000001,-22872.98,-25600.04,-32673.66,-32559.36,-20670.0,-27842.66,-31371.02,-32878.5,-32835.42,-26136.780000000002,-23522.0,-25812.62,-7073.5599999999995,-5820.92,-1961.2400000000002,2408.5600000000004,2268.7200000000003,6817.42,5968.54,9753.380000000001,6923.84,3911.16,4040.2799999999997,-579.3399999999999,-4440.660000000001,-6812.620000000001,-9780.619999999999,-12323.92,-16443.04,-16042.6,-14432.300000000001,-15279.9,-32469.74,-32019.02,-31365.2,-31926.94,-31338.8,-31593.62,-25215.7,-30573.16,-22117.64,-29076.2,-31583.26,-31464.42,-31543.22,-31678.68,-31721.16,-31608.64,-31951.42,-32116.34,-32232.62,-32468.92,-32355.98,-32117.74,-33289.18,-33555.32,-26660.04,-24429.58,-33571.62,-33705.76,-33393.06,-33321.04,-33130.48,-32912.02,-32673.52,-32416.920000000002,-28721.04,-28798.820000000003,-26115.9,-27137.440000000002,-24781.84,-25098.36,-24460.44,-24067.44,-22707.02,-21058.460000000003,-18331.140000000003,-16945.94,-16352.7,-14148.7,-16581.960000000003,-18341.5
Scan_4,-9039.6,-21567.22,-15944.78,-7363.1,-3593.98,-6304.12,-27704.38,-5552.5,-34254.98,-34590.6,-27614.56,-22576.84,-28680.98,-33892.36,-18805.9,-14428.240000000002,-14052.06,-13504.78,-22841.44,-25679.64,-32701.48,-32636.86,-20631.5,-27762.18,-31252.940000000002,-32629.36,-32489.18,-25929.100000000002,-23230.54,-25589.12,-6918.9,-5703.42,-1918.8400000000001,2383.82,2144.94,6595.139999999999,5711.14,9492.44,6664.38,3629.9,3766.56,-807.28,-4682.620000000001,-7062.9400000000005,-10048.74,-12622.08,-16757.06,-16366.180000000002,-14775.380000000001,-15611.1,-33009.88,-33223.84,-32991.56,-33273.26,-33001.08,-32615.14,-26045.48,-31171.1,-22647.940000000002,-29328.52,-31843.12,-31641.4,-31630.72,-31596.84,-31528.28,-31389.8,-31620.88,-31584.8,-31630.28,-31819.14,-31602.52,-31284.760000000002,-32478.8,-32588.66,-25680.2,-23480.34,-32797.84,-32839.38,-32777.72,-32641.72,-32548.9,-32403.7,-32312.74,-32105.420000000002,-28511.34,-28600.36,-25946.7,-26924.36,-24602.88,-24948.26,-24330.26,-23961.14,-22613.940000000002,-20998.9,-18298.140000000003,-16952.08,-16377.48,-14187.44,-16618.4,-18379.16
Scan_5,-7801.34,-20366.04,-14776.18,-6049.08,-2287.54,-4914.74,-26285.78,-4165.8,-32946.72,-33425.54,-26358.52,-21695.1,-27746.64,-33239.36,-18211.300000000003,-13908.12,-13550.34,-13150.400000000001,-22571.68,-25363.48,-32381.1,-32257.0,-20283.94,-27501.5,-30955.98,-32408.820000000003,-32259.08,-25820.34,-23158.239999999998,-25521.92,-6904.0599999999995,-5742.16,-1959.9,2348.1400000000003,2184.5,6609.099999999999,5799.18,9534.220000000001,6755.96,3723.12,3888.86,-703.3,-4550.56,-6921.860000000001,-9868.6,-12413.0,-16527.620000000003,-16136.160000000002,-14533.08,-15370.44,-33064.64,-32889.6,-32832.4,-32509.8,-32323.4,-32536.82,-25892.42,-31228.52,-22818.4,-29758.680000000004,-32223.12,-32224.06,-32186.14,-32257.58,-32185.18,-31998.4,-32201.56,-32208.04,-32236.48,-32363.82,-32171.92,-31837.72,-32995.4,-33172.46,-26220.5,-23993.98,-33263.34,-33264.76,-33109.12,-33087.18,-32904.68,-32676.94,-32523.64,-32230.32,-28534.620000000003,-28630.500000000004,-25928.88,-26932.08,-24578.64,-24894.4,-24267.14,-23898.46,-22551.300000000003,-20912.280000000002,-18213.440000000002,-16849.02,-16262.3,-14058.220000000001,-16501.660000000003,-18267.440000000002
Scan_6,-7500.64,-19888.28,-14500.9,-5714.48,-2125.86,-4864.08,-26408.8,-4586.66,-33548.82,-34126.46,-27236.68,-22583.219999999998,-28731.86,-34120.32,-19155.140000000003,-14795.94,-14405.26,-13944.880000000001,-23274.58,-25986.14,-32986.68,-32832.64,-20845.16,-27934.62,-31394.280000000002,-32786.32,-32650.22,-26061.760000000002,-23332.88,-25662.5,-6941.14,-5715.4800000000005,-1844.48,2492.2200000000003,2341.18,6854.74,6031.3,9868.220000000001,7041.400000000001,4038.66,4207.66,-388.47999999999996,-4257.900000000001,-6632.72,-9602.74,-12159.12,-16310.440000000002,-15934.1,-14343.380000000001,-15228.66,-33623.92,-33735.02,-33677.68,-33781.54,-33721.4,-33708.06,-27172.18,-32343.2,-23696.82,-30427.160000000003,-32728.8,-32498.34,-32350.2,-32238.76,-32143.6,-31940.58,-32077.7,-32081.5,-32088.58,-32261.14,-32036.58,-31746.600000000002,-32915.32,-33115.68,-26197.58,-23989.86,-33230.76,-33275.66,-33107.52,-33021.24,-32914.72,-32688.16,-32507.5,-32293.66,-28621.86,-28713.58,-26015.66,-27027.04,-24658.46,-24960.26,-24350.02,-23987.98,-22658.820000000003,-21024.440000000002,-18311.280000000002,-16948.44,-16362.62,-14158.54,-16592.100000000002,-18341.420000000002
Scan_7,-7800.38,-20561.2,-15107.4,-6692.4,-2997.0200000000004,-5717.6,-27194.72,-5161.62,-33705.72,-34134.74,-27228.0,-22266.14,-28373.56,-33737.92,-18441.56,-14097.28,-13840.3,-13504.02,-22924.46,-25733.98,-32822.32,-32724.0,-20721.2,-27868.78,-31344.22,-32797.04,-32638.86,-26103.32,-23402.52,-25754.9,-7045.5,-5842.54,-2003.2600000000002,2306.0,2102.52,6591.04,5747.26,9546.460000000001,6781.58,3808.04,3948.2799999999997,-645.98,-4495.360000000001,-6847.72,-9801.38,-12331.880000000001,-16472.18,-16046.580000000002,-14430.220000000001,-15285.460000000001,-31961.56,-31440.8,-31231.02,-31169.26,-30832.08,-30912.78,-24496.68,-29991.68,-21519.18,-28494.72,-31170.2,-31166.36,-31237.56,-31375.8,-31202.42,-31095.78,-31445.58,-31591.04,-31690.76,-31916.26,-31737.08,-31462.640000000003,-32683.14,-32878.76,-25991.98,-23809.280000000002,-33119.2,-33174.24,-33060.38,-33006.94,-32920.54,-32833.04,-32642.6,-32420.100000000002,-28802.38,-28891.38,-26200.38,-27204.320000000003,-24829.06,-25154.62,-24511.68,-24120.16,-22754.9,-21106.100000000002,-18396.500000000004,-17021.84,-16458.06,-14270.24,-16693.960000000003,-18469.64
Scan_8,-9182.6,-21369.02,-15496.2,-6604.92,-2597.36,-5065.3,-26370.84,-4212.28,-32946.62,-33446.24,-26378.46,-21881.92,-28109.68,-33495.84,-18579.52,-14289.320000000002,-13995.74,-13511.16,-22861.72,-25699.64,-32774.22,-32690.56,-20565.18,-27718.56,-31215.940000000002,-32554.9,-32416.08,-25854.22,-23140.239999999998,-25529.44,-6850.82,-5664.76,-1852.44,2442.38,2297.8,6672.2,5815.88,9655.380000000001,6820.4400000000005,3843.8,3982.98,-616.04,-4489.820000000001,-6865.660000000001,-9848.439999999999,-12398.2,-16554.2,-16133.840000000002,-14545.300000000001,-15416.74,-33976.06,-33667.34,-33288.68,-32919.2,-32628.68,-32835.04,-26056.6,-31414.08,-22809.4,-29640.02,-31906.46,-31899.28,-31795.84,-31609.3,-31417.74,-31107.56,-31248.82,-31189.72,-31199.66,-31385.18,-31166.7,-30895.320000000003,-32189.4,-32293.42,-25448.100000000002,-23321.24,-32698.04,-32721.82,-32634.2,-32675.4,-32534.12,-32477.82,-32355.32,-32179.54,-28514.100000000002,-28717.620000000003,-26063.66,-27057.22,-24736.6,-25074.68,-24461.22,-24104.94,-22750.440000000002,-21108.02,-18407.280000000002,-17038.64,-16464.3,-14274.02,-16714.54,-18469.98
Scan_9,-8023.88,-20393.98,-14755.78,-6035.48,-2282.06,-4955.02,-26501.3,-4457.18,-33281.060000000005,-33754.1,-26742.58,-22022.18,-28274.56,-33678.66,-18737.620000000003,-14207.42,-14060.82,-13588.560000000001,-23031.72,-25931.42,-33069.54,-32975.06,-20981.38,-28085.96,-31583.52,-32978.420000000006,-32844.12,-26242.960000000003,-23576.32,-25900.9,-7180.76,-5959.360000000001,-2114.5,2236.28,2134.7,6581.44,5745.32,9519.720000000001,6729.3,3813.08,3921.36,-651.72,-4523.0,-6890.38,-9856.779999999999,-12388.800000000001,-16521.820000000003,-16095.12,-14502.380000000001,-15348.74,-33380.42,-33171.66,-32757.46,-32780.04,-32266.42,-32189.56,-25682.02,-30906.7,-22334.22,-29068.820000000003,-31380.0,-31313.52,-31320.48,-31345.34,-31294.56,-30967.28,-31347.56,-31393.52,-31526.26,-31809.86,-31656.44,-31410.260000000002,-32603.7,-32845.0,-25949.52,-23785.64,-33023.46,-33153.04,-32905.82,-32832.04,-32793.88,-32588.62,-32421.54,-32151.780000000002,-28461.74,-28591.000000000004,-25944.4,-26953.06,-24630.68,-24976.7,-24379.68,-24033.6,-22693.660000000003,-21056.86,-18357.84,-17003.5,-16429.96,-14235.24,-16674.500000000004,-18438.24
