Scan_Group,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Bean Name
Scan_5,-15172.34,-10597.44,-7890.72,-9816.06,-29097.92,-21062.88,-31427.94,-31378.24,-2656.3,5871.88,484.68,-11064.2,-20185.18,-5192.7,-12595.2,-11770.34,264.52,-5557.86,-5849.32,-7220.74,-12254.58,-2519.78,-8292.24,-4833.78,3606.72,4560.34,-1585.18,-2767.36,-5913.64,-518.44,174.06,1941.54,-1681.64,-1463.46,-4588.68,-7212.26,-11267.14,-12529.96,-16252.64,-18883.32,-20592.5,-20488.54,-20217.76,-18166.74,-20617,-19515.8,-19159.68,-15039.32,-14122.34,-9888.08,29759.02,31393.02,32115.86,32284.06,32545.56,32747.74,22489,31260.7,32683.08,33909.5,34393.1,34487.64,34706.06,34713.28,34810.16,34595,34644.32,34462.12,34154.44,33864.76,33915.28,33733.48,33624.84,33366.34,33257.26,33145,33082.82,32949.94,32865.62,32735.88,32309.06,24652.46,17939.54,12122.22,6263.72,3207.34,286.18,1022.58,1907.6,4164.36,7151.5,9924.44,12400.64,17090.28,15379.46,19947.32,21437.36,29034,30198.6,32435.78,Rwanda
Scan_6,-14479.98,-10043.38,-7182.36,-9055.42,-28217.18,-20207.48,-30597.16,-30559,-1864.68,6610.88,1105.62,-10838.26,-19971.54,-4557.9,-12104.44,-11467.48,560.94,-5148.26,-5793.66,-7395.32,-12240.36,-2359.66,-8104,-4717.66,3733.88,4823.42,-1231.26,-2377.44,-5384.32,38.96,703.76,2430.06,-1229.52,-1094.34,-4301.54,-6825.38,-10926.64,-12294.08,-16037.8,-18672.78,-20394.88,-20295.78,-20033.2,-17993.4,-20439.32,-19281.34,-18918.08,-14796.52,-13894.2,-9680.12,27427.64,29521.32,30775.32,31143.9,31863.9,32289.94,22209.62,31112.54,32705.06,33981.28,34341.68,34703.66,34664.92,34755.36,34696.84,34331.98,34252.72,33937.18,33911.36,33871.46,33684.68,33292.5,33270.54,33142.66,33179.1,32952.76,32797.38,32614.68,32527.16,32356.66,31899.38,24224.36,17525,11714.68,5945.24,2895.62,29.4,900.08,1873.64,4163.88,7226.7,10037.16,12558.88,17285.56,15626.7,20131.94,21654.72,29221.86,30436.3,32592.58,Rwanda
Scan_7,-14365.34,-10014.74,-7132.7,-9280.28,-28676.84,-20492,-30921.18,-30952.94,-2212.24,6260.94,809.54,-10938.14,-19976.66,-4940.92,-12218.18,-11623,593.86,-5209.72,-5761.38,-7323.16,-12019.68,-2311.92,-7873.2,-4563.7,3986,4956.2,-1044.34,-2309.76,-5357.04,83.26,641.78,2282.52,-1453.56,-1167.04,-4524.54,-7051.64,-11168.78,-12479.92,-16256.74,-18877.46,-20606.18,-20486.32,-20200.94,-18129.74,-20569.44,-19421.78,-19020.76,-14882.8,-13946.84,-9720.78,27633.48,29273.48,30273.02,30373.18,30754.3,31184.58,21010.04,29887.14,31417.36,32788.7,32995.88,33310.54,33343.16,33635,33482.2,33290.26,33113.24,33040.96,33093.92,33249.84,33260.62,33101.38,32748.6,32807.16,32757.76,32572.92,32518.22,32300.5,32178.18,32140.48,31720,24067.52,17386.74,11644.38,5891.3,2856.06,-0.7,879.76,1864.28,4152.84,7216.24,10021.34,12503,17212.14,15522.48,20070.58,21507.62,29086.06,30233.66,32382.84,Rwanda
Scan_8,-14567.24,-10155.02,-7673.38,-9822.96,-29255.46,-21444.12,-31907.72,-31911.08,-3200.64,5205.92,-67.28,-11768.22,-20827.48,-5616.46,-12786.66,-12165.34,43.12,-5720.32,-6128.68,-7520.3,-12199.98,-2481.5,-8088.54,-4688.84,3813.88,4859.36,-1258.84,-2426.88,-5463.64,-120.68,570.64,2246.3,-1420.82,-1159.3,-4284.9,-6967.58,-11073.08,-12406.34,-16169.08,-18812.5,-20527.24,-20440.42,-20165.36,-18116.3,-20555.72,-19447.64,-19071.46,-14958.84,-14030.96,-9816.52,29810.14,31344.2,31977.72,32014.22,32209.42,32402.94,22124.18,30999.7,32477.4,33694.78,34154.36,34259.34,34439.22,34273.4,34209.44,34041.46,33961.88,33747.58,33528.92,33337.56,33242.78,33160.32,33031.92,32797.54,32804.36,32732.16,32589.88,32435.24,32432.84,32220.86,31838.3,24186.26,17512.96,11742.5,5964.7,2883.02,28.3,815.9,1789.76,4045.92,7089.96,9888.08,12377.14,17083.08,15370.8,19970.26,21438.78,29022.14,30188.12,32411.24,Rwanda
Scan_9,-14016.02,-9403.34,-6824.84,-9289.56,-29031.44,-21119.18,-31517.36,-31525.54,-2886.16,5719.14,466.06,-11084.56,-20161.76,-5244.74,-12511.1,-12243.42,176.22,-5908.76,-6315.02,-7861.74,-12515.44,-2923.48,-8599.08,-5111.34,3454,4464.74,-1583.7,-2617.4,-5674.26,-229.7,527.06,2282.52,-1344.7,-1212.5,-4371.92,-7111.62,-11267.62,-12541.82,-16337.9,-18995.24,-20749.74,-20645.28,-20356.22,-18287.4,-20700.44,-19582.04,-19186.6,-15037.14,-14095.22,-9872.52,26285.98,28230.92,29753.96,30085.18,30908.12,31720.38,22057.66,31381,33285.24,34873.28,35712.2,35800.66,36059.7,35793.34,35754.72,35597.82,35340.32,35004.9,34612.3,34331.72,34125.58,33949.9,33845,33618.02,33506.02,33343.92,33212.62,32976.66,32704.14,32517,32012.3,24309.02,17561.24,11726.08,5922.54,2841.96,12.84,785.38,1800.08,4089.6,7200.22,10020.94,12568.1,17298.74,15581.42,20191.04,21644.3,29252.44,30369.8,32580.72,Rwanda
Scan_10,-14590.82,-10267.42,-7536.4,-9564.9,-28971.9,-21131.64,-31657.18,-31694.16,-2995.72,5423.78,-118.84,-11900.78,-20944.34,-5986.98,-13117.32,-12265.4,131.56,-5563.64,-6162.18,-7593.12,-12397.82,-2653.58,-8303.24,-4926.06,3553.96,4567.62,-1508.82,-2667.36,-5716.68,-274.1,422.38,2197.22,-1463.14,-1225.04,-4345.28,-6955.86,-11066.54,-12368.24,-16175.94,-18844.86,-20601.06,-20503.16,-20247.28,-18189.12,-20639.54,-19501.96,-19115.04,-14959.82,-14046.56,-9826.12,28122.5,29948.48,30996.04,31296.58,31765.22,32133.26,22063.72,31018.92,32620.6,33940.3,34445.88,34541.44,34639.48,34649.34,34604.12,34339.2,34118.74,33826.76,33791.3,33622.74,33527.58,33355.3,33223.08,33071.16,33024.32,32919.94,32888.46,32820.8,32759.38,32650.28,32187.12,24535.14,17822.7,12009.3,6143.56,3062.28,150.92,953.7,1894.24,4174.5,7236.36,10045.52,12545.52,17261.74,15560.28,20137.64,21608.54,29174.66,30309.74,32490.48,Rwanda
FinalAvg,-15112.188,-10587.052,-7935.62,-10018.108,-29417.202,-21480.256,-31854.594,-31809.744,-3080.304,5445.434,136.144,-11551.564,-20569.312,-5374.382,-12593.934,-11903.68,359.432,-5414.908,-5901.474,-7374.908,-12145.94,-2436.618,-8088.718,-4747.2,3743.26,4744.386,-1326.47,-2495.012,-5544.496,-125.31,551.942,2302.248,-1362.504,-1165.334,-4352.576,-6994.706,-11112.302,-12439.56,-16222.768,-18871.418,-20613.854,-20516.612,-20244.65,-18186.58,-20630.234,-19495.16,-19111.336,-14969.824,-14041.198,-9813.752,27886.328,29613.664,30644.368,30955.658,31381.234,31809.044,21780.742,30739.066,32372.35,33734.074,34272.498,34424.996,34563.432,34537.098,34479.822,34229.454,34080.796,33827.392,33680.712,33553.482,33451.708,33225.586,33096.666,32973.422,32927.428,32838.208,32766.49,32633.814,32548.058,32422.526,31988.974,24357.65,17651.83,11847.632,6033.008,2963.262,88.762,897.232,1862.09,4140.476,7197.146,10003.75,12504.752,17219.438,15519.554,20098.632,21568.164,29161.364,30314.344,32516.936,Rwanda
Scan_1,-19115.82,-15144.62,-14107.48,-10872.08,-29033.38,-23315.9,-32313.6,-33048.76,1889.46,5934.16,3238,-5028.96,-15832.46,-8737.6,-17230.58,-13886.68,-1542.26,-9154.42,-11296.96,-14243.94,-18193.8,-7916.3,-10873.18,-12938.56,-2483.08,-542.04,-9081.7,-6390.94,-7689.62,-4472.34,-2187.86,-2831.54,943.16,-1399.46,-3855.84,-6167.22,-10428.24,-11905.32,-15696.62,-18831.66,-21301.26,-21640.16,-22051.72,-21697.98,-23513.76,-23165.38,-22428.66,-22130.94,-20205.22,-16176.42,25418.86,27497.48,29846.18,30608.06,30964,31426.56,20654.48,25452.58,32750.66,33511.36,34034.7,34217.7,34332.92,34459.56,34365.38,34086.48,34003.86,33715.12,33777.62,33682.9,33563.56,33372,33273.6,33295.82,33234.74,33103.46,33049.54,32951.18,32894.1,32753.88,32424.3,24774,18128.7,12087.62,6125.38,3365.7,426.36,-1444.1,-1533.42,1260.94,3944.92,5895.4,7656.3,11576.04,10048.08,15031.82,17970.74,23510.92,26025.42,29948.2,Rwanda
Scan_2,-18300.3,-14482.6,-13986.74,-11073.12,-29204.58,-23541.64,-32908.42,-33609.48,1291.58,5296.26,2606.82,-5787.96,-16397.14,-9448.98,-17775.1,-14631.78,-2136.84,-9708.92,-11802.3,-14599.54,-18455.9,-8185,-11034.22,-12871.62,-2317.34,-326.46,-8777.14,-6108.76,-7298.48,-4092.54,-1991.14,-2654.2,955.36,-1353.16,-3900.62,-6115.32,-10488.22,-11832.76,-15706.36,-18799.14,-21338.14,-21684.02,-22069.82,-21751,-23598,-23274.66,-22579.34,-22302.3,-20404.34,-16348.9,24097.4,26134.48,28715.42,29615.42,30068.14,30650.04,20159.24,25020.02,32488.5,33218.74,33817.52,33952.5,34146.9,34189.6,34148.06,34049.22,33923.98,33702.46,33734.98,33562.8,33540.28,33518.1,33444.12,33290.32,33173.96,33051.44,32787.24,32564.58,32478.92,32283.24,31764.08,24129.22,17426.48,11493.22,5643.02,2898.86,-8.7,-1823.2,-1872.52,951.2,3651.04,5615.6,7362.24,11273.12,9759.2,14779.7,17744.78,23259.44,25785.14,29784.84,Rwanda
Scan_3,-16286.6,-12673.48,-11378.2,-8210.68,-26966.56,-21484.64,-30770.14,-31651.58,3120.9,6871.78,3850.86,-4681.8,-15580.44,-8765.36,-17423.08,-14238.34,-1982.64,-9771.12,-11776.7,-14719.28,-18454.18,-8206.72,-11051.08,-12964.08,-2436.16,-468.98,-8951.56,-6287.64,-7540.16,-4408.42,-2222.36,-2921.52,790.46,-1563.7,-4104.96,-6337.5,-10589.16,-12044.96,-15828.82,-18947.1,-21433.34,-21763.72,-22207.68,-21887,-23734.7,-23415,-22721.74,-22400.68,-20492.7,-16413.16,24808.38,26808.26,29907.04,30474.42,30939.24,31247.46,20395.14,25270.18,32506.76,33174.1,33463.08,33748.44,33813.3,33985.66,33877.92,33677.22,33622.04,33570.32,33463.92,33425.76,33286.3,33235.78,33190.7,33069.86,33063.8,32896.58,32856.48,32767.4,32548.6,32346.76,32019.14,24398.08,17810.48,11874.5,5994.9,3283.78,364.54,-1463.24,-1531.86,1278.22,3967.22,5940.98,7696.8,11621.98,10077.62,15130.22,18073.2,23638.46,26164.76,30168.18,Rwanda
Scan_4,-20517.4,-16098.82,-14989.1,-11637.58,-29770.46,-23813.6,-32760.98,-33402.4,1630.82,5864.08,3138.2,-5250.4,-16072.06,-8916.32,-17295.54,-14096.3,-1785.3,-9568.3,-11603.18,-14381.24,-18432.22,-8100.62,-10931.74,-12836.84,-2331.28,-418.42,-8976.22,-6357.2,-7690.82,-4564.58,-2427.9,-3265.76,386.06,-2103.52,-4616.28,-6878.92,-11169.4,-12552.7,-16318.36,-19385.76,-21810.76,-22070.48,-22439.6,-22049.28,-23877,-23527.76,-22813.02,-22513.58,-20615.7,-16563.58,25597.06,27517.32,30144.36,31088.56,31534.38,32037.2,21351.38,26218.52,33490.94,34253.44,34815.72,34899.1,35088.18,34924.54,34816.18,34605.68,34469.56,34202.64,33989.64,33620.58,33731.42,33514.2,33339.34,33133.22,33016.8,32900.88,32761.94,32536.64,32387.06,32224.72,31848.78,24158.78,17572.3,11682.46,5877.28,3156.14,266.44,-1515.5,-1478.44,1334.12,4003.4,5961.34,7686.58,11602.62,9986.92,15015.02,17913.5,23475.8,25967.48,29986.6,Rwanda
Scan_5,-19947.14,-16271.22,-15288.82,-11958.04,-30317.18,-24562.94,-33762.18,-34511.24,484.1,4630.74,2601.78,-5996.88,-16487.56,-9566.58,-17982.64,-14296.42,-1628.4,-9419.84,-11132.2,-13928.06,-17636.14,-7289.06,-10113.8,-12154.94,-1710.68,23.02,-8536.9,-6063.38,-7383.36,-4324.64,-2357.7,-3180.78,508.9,-1902.4,-4621.18,-6678.54,-10937.5,-12277.44,-16009.74,-19096.18,-21547.12,-21853.5,-22246.78,-21894.1,-23688.48,-23337.98,-22596.44,-22310.42,-20383.2,-16344.84,24587.24,26666.98,28897.92,29785.58,30168.14,30725.4,20404.58,25479.62,32871.52,33818.9,34853.5,34712.8,34877.48,34823.58,34790.84,34468.4,34167.24,34166.12,33851.04,33704.56,33333.34,33073.3,32681.9,32646.62,32357.26,32154.18,32022.64,31981.36,31911.7,31834.34,31526.26,23945.58,17431.52,11589.28,5925.46,3186.2,350.88,-1463.26,-1491.46,1374.84,4095.4,6068.82,7833.14,11748.42,10177.42,15186,18075.68,23625.48,26097.74,30066.94,Rwanda
Scan_6,-19351.6,-15384.52,-14269.22,-11348.3,-29499.18,-23476.06,-32700.88,-33481.4,1410.06,5325.38,2624.8,-5793.42,-16306.32,-9493.74,-17981.86,-14438.76,-2080.86,-9787.86,-11506.58,-14759.86,-18891.9,-8292.7,-11152.46,-12975.42,-2696.96,-564.2,-9177.74,-6350.74,-7722.58,-4555.78,-2285.5,-2967.82,787.32,-1502.94,-4055.28,-6280.36,-10652.46,-11977.76,-15773.62,-18960.82,-21425.38,-21718.94,-22171.12,-21756.8,-23597.56,-23308.4,-22652.5,-22370.94,-20452.9,-16434.06,25804.16,27717.44,29743.82,30529.84,30690.4,30982.14,20284.32,25106.3,32468.76,33205.34,33970.82,34216.42,34524.32,34664,34790.32,34684.42,34720.6,34661.08,34495.28,34643.38,34553.92,34441.8,34241.52,34136.02,34064.44,33825.38,33612.64,33322.78,33138.12,32971.66,32470.66,24700.26,17996,11970.44,5968.68,3186.94,221.74,-1644.02,-1744.14,1038.66,3713,5656.92,7360.14,11269,9739,14707.24,17625.58,23180.2,25737.64,29747.9,Rwanda
Scan_7,-19196.24,-15518.56,-14046,-10828.9,-29270.34,-23380.44,-32558.84,-33296.98,1616.08,5558.88,2697.28,-5786.76,-16615.04,-9704.66,-18006.98,-14807.48,-2257.56,-9973.48,-11835.86,-14769.76,-18665.74,-8265.08,-11040.08,-12950.82,-2423.88,-401.84,-8937.92,-6233.44,-7468.98,-4253.46,-2021.12,-2697.5,1043.78,-1302.52,-3782.72,-6039.82,-10326.64,-11808.24,-15608.44,-18722.32,-21199.8,-21545.76,-21974.38,-21664.08,-23559.18,-23212.5,-22513.28,-22243.98,-20369.08,-16335.68,25557.18,27767.86,29973.68,30873.24,31358.46,31792.6,21166.46,25907.4,33166.5,33845,34382.6,34473.7,34557.72,34629.26,34601.38,34411.9,34224.72,34051.28,33819.32,33725.1,33635.1,33491.46,33321.18,33245.82,33210.58,33038.46,33087.98,33019.78,32838.66,32777.78,32289.26,24670.74,18054.34,12055.06,6132.38,3396.82,467.36,-1343.28,-1427.18,1409.34,4100.24,6111,7835.78,11772.6,10290.64,15262.64,18159.46,23663.7,26182.56,30129.36,Rwanda
Scan_8,-18326.12,-14617.24,-14163.24,-10970.78,-28984.76,-23515.38,-32717.74,-33631.98,1262.42,5172.52,2497.54,-5998.78,-16579.9,-9602.96,-18068.1,-14553.34,-2226.76,-9657.26,-11665.92,-14512.14,-18293.48,-7959.9,-10856.74,-12923.4,-2451.76,-604.54,-9132.4,-6585.2,-7853.26,-4728.74,-2562.94,-3298.3,440.96,-1919.68,-4501.68,-6614.8,-10925.6,-12264.74,-16017.52,-19167.54,-21587.02,-21917.98,-22309.1,-21958.58,-23797.12,-23512.38,-22800.86,-22499.04,-20590.1,-16539.94,24859.02,26744.96,29038.24,29682.72,29908.76,30339.8,19631.4,24544.22,31905.36,32780.24,33490.92,33652.62,33958.82,34062.1,34115.8,33936.34,33928.16,33658.4,33607.4,33473.78,33337.68,32995.34,32980.2,32949.64,32936.4,32809.84,32632.84,32551.46,32533.9,32382.56,32035.8,24359.38,17749.26,11803.04,5934.7,3168.78,251.52,-1585.2,-1669.52,1154.76,3798.76,5781.86,7500.96,11408.44,9831.46,14849.56,17780.88,23360.34,25880.06,29904.54,Rwanda
Scan_9,-20401.36,-16313.96,-15102.82,-11643.14,-29778.14,-23726.7,-32708.92,-33336.68,1715.32,5740.34,3121.54,-5295.7,-15941.06,-8945.42,-17537.28,-14232.76,-1842.32,-9516.98,-11590.22,-14451.46,-18029.96,-7890.66,-10693.52,-12745.64,-2211.34,-407.5,-8838.08,-6275.82,-7486.22,-4249.18,-2148.54,-2876.68,848.84,-1469.88,-4169.04,-6299.58,-10629.28,-12101.92,-15876.76,-19028.6,-21544.92,-21858.88,-22288.42,-21929.5,-23757.88,-23438.98,-22745.5,-22445.14,-20558.86,-16516.06,26857.22,28932.14,30910.2,31675.18,31847.92,32059.54,21187.88,25789,32829.68,33266.3,33571.48,33527.92,33438.12,33431.82,33258.68,32961.04,32691.02,32556.78,32384.36,32484.5,32515.7,32438.88,32254.4,32367.82,32250.92,32210.24,32123.62,32075.66,31993.94,31978.58,31636.44,23998.26,17450.78,11546.74,5706.32,3003.88,114.56,-1662.28,-1699.78,1127,3845.28,5816.58,7568.44,11471.24,9918.2,14937.24,17850,23417.1,25914.36,29931.7,Rwanda
Scan_10,-18412.52,-14532.5,-13028.5,-10386.94,-29040.04,-23082.62,-32353.84,-33127.58,1843.12,5903.62,3216.66,-5102.4,-15775.16,-8968.02,-17510.98,-13955.16,-1451.2,-9286.18,-11241.92,-14335.84,-18446.82,-8095.38,-10975.76,-12909.88,-2530.52,-584.62,-9257.08,-6467.16,-7785.42,-4628.14,-2348.34,-3042.48,702.06,-1669.12,-4156.24,-6471.28,-10792.98,-12212.08,-16011.9,-19170.74,-21653.38,-21958.8,-22365.68,-22016.68,-23847.32,-23502.34,-22765.08,-22445.24,-20540.4,-16473.12,24725.98,26667.62,29354,29965.28,30575.92,31168.74,20622.16,25662.36,33187.66,34132.78,34904.88,35118.48,35346.52,35397.88,35394.2,35050.56,34824.6,34590.14,34327.1,34265.36,34125.16,33904.42,33680.2,33532.7,33525.34,33375.8,33411.04,33208.16,33031.66,32937.44,32455.54,24734.8,18080.72,12067.96,6104.36,3338.68,392.8,-1485.18,-1552.06,1287.26,4000.38,5963.86,7731.92,11642.3,10071.04,15124.7,18038.4,23602.62,26108.52,30128.28,Rwanda
FinalAvg,-18985.51,-15103.752,-14036.012,-10892.956,-29186.462,-23389.992,-32555.554,-33309.808,1626.386,5629.776,2959.348,-5472.306,-16158.714,-9214.964,-17681.214,-14313.702,-1893.414,-9584.436,-11545.184,-14470.112,-18350.014,-8020.142,-10872.258,-12827.12,-2359.3,-429.558,-8966.674,-6312.028,-7591.89,-4427.782,-2255.34,-2973.658,740.69,-1618.638,-4176.384,-6388.334,-10693.948,-12097.792,-15884.814,-19010.986,-21484.112,-21801.224,-22212.43,-21860.5,-23697.1,-23369.538,-22661.642,-22366.226,-20461.25,-16414.576,25231.25,27245.454,29653.086,30429.83,30805.536,31242.948,20585.704,25445.02,32766.634,33520.62,34130.522,34251.968,34408.428,34456.8,34415.876,34193.126,34057.578,33887.434,33745.066,33658.872,33562.246,33398.528,33240.716,33166.784,33083.424,32936.626,32834.596,32697.9,32575.666,32449.096,32047.026,24386.91,17770.058,11817.032,5941.248,3198.578,284.75,-1542.926,-1600.038,1221.634,3911.964,5881.236,7623.23,11538.576,9989.958,15002.414,17923.222,23473.406,25986.368,29979.654,Rwanda
Scan_1,-29916.5,-26481.14,-32011.54,-26952.3,-32765.92,-32754.64,-1692.94,507.38,-9226.44,-19385.08,-19819.02,-31824.32,-26633.08,-27736.52,-22971.94,-14095.48,-21468.28,-18478.56,-13612.2,11546.26,-11477.82,-19440.96,-13994.18,5009.02,-15723.1,-5287.92,-5678.42,8826.9,2330.04,-3013.94,323.5,13.28,-644.44,-2916.42,-3722.52,-7148.38,-10150.82,-12497.14,-15880.54,-18113.62,-20070.78,-20801.16,-21559.78,-22118.86,-22493.96,-22185.16,-21350.04,-21353.76,-22649.54,-21574.9,29752.08,30083.78,30684.82,31202.46,15146.68,18032.72,33237.38,33785.52,34357.26,34813.88,35291.8,35297.42,33761.68,35473.06,32759.94,34249.46,34530.66,34308.84,34162.36,33874.32,32120.64,33873.3,33341.72,33402.48,33300.66,33065.48,32897.02,31773.74,32570.36,32335.78,32299.12,24844.62,18324.96,11915.68,6012.4,2056.62,-115.86,-1021.92,-1532.98,1243.34,3979.92,6025.96,9836.52,13012.32,10263.14,17333.56,18436.14,25455.68,26516.56,32636.72,Rwanda
Scan_2,-30694.5,-27001.24,-32094.52,-26948.06,-32165.42,-32236.68,-1146.18,899.76,-9010.94,-19106.54,-19511.2,-31657.16,-26594.2,-27306.08,-22682.1,-13953.52,-21266.74,-18277.08,-13443.48,11585.04,-11198.94,-19244.2,-13934.5,5063.6,-15842.6,-5503.08,-6038.52,8412.3,1697.38,-3772.2,-484.44,-807.1,-1384.4,-3741.7,-4500.24,-7915.76,-10785.78,-13194.1,-16473.28,-18618.26,-20535.62,-21221.46,-21945,-22489.48,-22805.62,-22515.7,-21688.52,-21689.38,-23004.32,-21903.4,28462.98,28881.7,29577.2,29824.38,13689.88,16342.16,31257.02,31759.42,32391.92,32970.44,33503.12,33857.84,32704.54,34449.38,32094.82,33819.46,34290.88,34187.58,34152.18,34093.3,32131.6,33877.34,33419.38,33373.02,33427.1,33158.04,33101.46,31931.68,32905.88,32477.28,32577.44,25211.94,18833.86,12374.5,6454.52,2503.82,310.78,-710.06,-1308.28,1436.78,4114.18,6088.68,9870.08,13026.02,10103.3,17228.06,18318,25393.24,26495.5,32721.24,Rwanda
Scan_3,-28595.94,-24730.4,-30639.18,-25591.94,-31644.44,-32050.22,-1340.42,554.48,-9576.14,-19837.46,-20187.9,-32654.32,-27392.92,-28303.96,-23635.42,-14949.24,-22139.72,-19139.54,-14321.34,10842.68,-11780,-19927.46,-14605.22,4294.04,-16551.2,-6270.14,-6642,7812.3,1274.04,-4115.96,-789.34,-1005.12,-1569.3,-3809.44,-4575.66,-7906.56,-10907.64,-13222.7,-16526.92,-18717.12,-20651.62,-21334.84,-22024.9,-22552.18,-22855.8,-22553.1,-21725.3,-21707.24,-22997.88,-21885.1,28840.46,29401.82,30160.68,30480.84,14493.62,17203.62,32130.18,32737.68,33363.86,33922.46,34599.28,34658.02,33574.4,34799.44,32301.8,33996.02,34270.58,33884.42,33640.3,33299.5,31269.56,32949.46,32604.02,32573.74,32720.4,32689.9,32580.82,31547.26,32419.14,32054.52,32151.64,24813.22,18431.36,11949.6,6086.24,2048.14,-54.2,-1132.26,-1680.52,1086.48,3826.12,5823.38,9588.56,12785.16,9886.04,17008.66,18132.42,25219.26,26334.94,32565.16,Rwanda
Scan_4,-29995.88,-26185.78,-31813.98,-26906.68,-32642.22,-32710.62,-1780.72,167.68,-9973.18,-20184.32,-20786.04,-32895.84,-27781.06,-28492.6,-23804.62,-15040.4,-22283.46,-19205.58,-14383.82,10745.02,-11538.88,-19764.26,-14256.6,4613.04,-16155.16,-5912.24,-6179.4,8234.02,1680.82,-3725.36,-435.3,-744.52,-1334,-3658.28,-4429.02,-7882.66,-10748.9,-13246.88,-16501.32,-18619.04,-20550.02,-21245.4,-21978.84,-22514.82,-22817.94,-22526.8,-21712.58,-21701.78,-23002.06,-21884.42,29428.58,29878.98,30004.84,30483.4,14055.08,16622.56,31577.88,32012.68,32524.92,32986.1,33428.06,33701.16,32514.56,34221.96,31694.56,33480.92,33870.92,33783.56,33714.54,33580.32,31368.34,33268.38,32830.96,32873.38,32980.58,32918.98,32771.06,31631.36,32543.24,32180.18,32263.82,24888.52,18508.62,12052.7,6053,2233.84,85.74,-840.06,-1418.74,1326.72,4014.94,6007.42,9772.24,12911.38,9981.36,17057.66,18132.52,25194.34,26288.14,32508.04,Rwanda
Scan_5,-31213.86,-27256.32,-32492.74,-27104.92,-32800,-32748.9,-1720.54,387.92,-9671.38,-19819.8,-20132.64,-32391.94,-27479.24,-28114.72,-23229.48,-14663.3,-22003.4,-19043.8,-14221.1,10810.28,-11786.82,-19850.34,-14528.32,4463.14,-16374.24,-6027.22,-6393.88,8075.74,1489.98,-3861.46,-507.44,-827.12,-1297.4,-3573.68,-4368.06,-7689.54,-10526.92,-12888.64,-16174.7,-18294.28,-20186.62,-20858.28,-21577.9,-22111.46,-22441.7,-22182.08,-21395.46,-21430.54,-22759.22,-21701.18,32145.08,32323.66,32377.26,32513.54,15952.92,18319.7,32931.38,33143.32,33430,33738,34222.62,34260.16,33059.76,34484.26,31940.58,33702.78,34110.08,33887.02,33736.48,33627.44,31575.78,33257.64,32928.4,32893.74,32980.7,32826.48,32695.98,31626.24,32396.16,32078.3,32161.36,24787.2,18405.04,11946.18,6065.66,2093.76,-83.76,-1072.5,-1607.42,1131.18,3826.16,5814.92,9605.04,12793.2,9957.58,16995.82,18134.14,25158.14,26300.98,32501.76,Rwanda
Scan_6,-30964.52,-27010.16,-32484.7,-27628.32,-33346.38,-33331.4,-2177.64,79.72,-9749.7,-19692.06,-19928.42,-32022,-26915.64,-27479.58,-22792.52,-14104.08,-21443.82,-18389.72,-13463.84,11629.88,-11011.32,-19149.14,-13920.1,5065.82,-15818.02,-5485.04,-5944.18,8588.12,1948.82,-3475.9,-132.08,-416.46,-973.1,-3358.68,-4079.32,-7545.7,-10471.08,-12928.18,-16208.78,-18406.68,-20340.32,-21072.18,-21815.34,-22368.04,-22676.82,-22409.42,-21585.12,-21641.76,-22946.76,-21863.04,29192.74,29341.32,29972.88,30329.44,14077.9,16785.34,31698.98,32133.24,32613.5,33056.48,33439.56,33521.48,32247.38,33671.74,31219.06,32945.06,33430.5,33254.98,33116.66,33005.36,31154,32988.52,32826.5,32766.5,32982.46,32961.76,32966.14,31769.36,32696.92,32333.18,32403.3,25098.68,18736.82,12222.38,6280.44,2293.58,98.72,-964.5,-1567.12,1139.7,3797,5748.7,9492.68,12626.54,9746.14,16813.36,17935.62,24995.22,26125.52,32342.88,Rwanda
