Scan_Group,Point_0,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Bean Name
Scan_1,-5555.86,-16311.96,-16445.98,-7039.76,-2732.7,-3365,-11735.54,-2845.04,-28021.44,-33414.34,-24538.5,-20229.38,-28674.08,-33881.04,-22738.4,-14384.84,-19770.66,-18077.8,-22403.48,-26488.02,-32971.66,-32873.44,-25985.06,-25009.8,-28053.88,-32272.42,-33048.34,-27853.96,-24915.98,-25496.7,-3685.94,-15435.92,-1145.88,4070.44,4778.02,8808.6,6762.14,8455.88,5407.86,2777.48,946.68,-2933.16,-3529.54,-7346.42,-9605.96,-13284.64,-18570.14,-14855.66,-14712.08,-16200.14,-33706.1,-33338.68,-32899.04,-32483.72,-32126.54,-32087.64,-29747.62,-31661.64,-24819.76,-30018.22,-31863.66,-31899.84,-31824.48,-29165.64,-31801.54,-31765.56,-31738.02,-31798.82,-31735.06,-31848.26,-31342.98,-28621.12,-32535.18,-32734.86,-25947.12,-21895.6,-31424.94,-33225.32,-33136.52,-33139.18,-33090.76,-32999.4,-32842,-32662.82,-29829.66,-30247.76,-27745.32,-29335.64,-26807.16,-26667.22,-26025.2,-25039.42,-24163.96,-22152.54,-19381.36,-17023.9,-14776.5,-16213.2,-16916.06,-18302.32,Yemen
Scan_2,-6342.16,-17282.9,-17238.12,-7825.92,-3263.52,-3699.9,-11919.96,-2873.92,-27879.96,-33011.32,-24066.22,-19734.82,-28111.18,-33188.3,-21896.12,-13600.06,-18996.16,-17200.72,-21787.88,-25931.22,-32646.94,-32463.86,-25588.48,-24640.38,-27690.3,-31914.42,-32666.64,-27480.64,-24557.36,-25170.46,-3387.86,-15154.78,-892.04,4274.68,4946.92,8950.52,6878.28,8549.44,5517.02,2878.8,1056.9,-2815.98,-3415.8,-7213.34,-9426.9,-13114.42,-18387.08,-14707.9,-14573.72,-16086.28,-30093.08,-30259.56,-30258.08,-30380.26,-30037.52,-30236.48,-28062.22,-30109.94,-23436,-28839.44,-30942.42,-30960.04,-31129.72,-28420.62,-31191.78,-31268.66,-31314.38,-31372.92,-31458.94,-31670.56,-31270,-28571.48,-32514.86,-32710.36,-26001.06,-21943.16,-31521.18,-33336.24,-33263.76,-33235.46,-33164.78,-33067.76,-32961.82,-32774.84,-29907.92,-30322.76,-27769.3,-29321.78,-26748.94,-26576.68,-25917.88,-24946.38,-24046.74,-22048.32,-19260.58,-16937.94,-14712.88,-16169.4,-16906.52,-18305.88,Yemen
Scan_3,-5392.56,-16375.3,-16205.32,-7120.8,-2807.94,-3502.54,-11884.8,-3015.22,-28332.56,-33683.7,-24982.9,-20563.98,-29003.66,-34099.54,-22831.26,-14653.56,-19822.98,-17999.84,-22413.64,-26715.42,-33386.6,-33170.28,-26299.44,-25257.3,-28263.76,-32422.7,-33181.68,-27911.3,-24922.56,-25452.16,-3615.12,-15339.46,-1015.9,4230.74,4945.64,8951.54,6914.2,8574.54,5542.8,2864.86,1041.86,-2845.32,-3463.9,-7269.9,-9487.44,-13174.78,-18438.78,-14763.68,-14608.96,-16111.16,-31042.06,-31152.12,-30607.78,-31005.68,-30799.14,-31007.76,-28810.68,-30810.9,-24116.76,-29298.86,-31221.84,-31236.56,-31156.44,-28513.42,-31065.84,-31289.12,-31139.94,-31196.18,-31324.64,-31624.64,-31202.92,-28456.58,-32379.5,-32615.84,-25807.84,-21770,-31243.06,-33090.9,-32988.86,-32962.78,-32869.68,-32753.28,-32665.1,-32521.8,-29703.76,-30112.96,-27608.88,-29199.88,-26664.36,-26510.34,-25878.36,-24907.48,-24027.4,-22001.9,-19220.3,-16888.82,-14665.36,-16118.16,-16847.48,-18254.44,Yemen
Scan_4,-6319.2,-17185.02,-17171,-7782.68,-3552.78,-4108.18,-12420.54,-3275.32,-28585.12,-33926.94,-24919.02,-20377.8,-28957.08,-33782.12,-22506.5,-14211.16,-19537.58,-17598.5,-22027.22,-26233.16,-32731.62,-32669.82,-25905.7,-24992.14,-28070.7,-32387.2,-33237.26,-28075.48,-25147.22,-25720,-3873.18,-15559.08,-1248.98,4057.68,4867.76,8852.52,6774.06,8483.4,5448.02,2749.58,906.52,-2927.08,-3545.86,-7340.1,-9527.9,-13194.4,-18418.14,-14750.12,-14572.54,-16064.12,-31856.74,-31725.9,-31338.52,-31298.1,-31209.36,-31274.54,-29055.04,-30796.7,-24220.7,-29415.8,-31283.1,-31275.32,-31495.08,-28644.94,-31375.88,-31566.66,-31628.78,-31618.02,-31745.34,-31985.88,-31605.88,-28920.7,-32823.64,-33028.74,-26202.08,-22085.32,-31475.76,-33192.36,-33042.72,-32888.26,-32735.78,-32443.72,-32390.74,-32244.16,-29371.4,-29787.12,-27361.84,-28924.98,-26428.12,-26301.98,-25673.06,-24718.42,-23854.64,-21846.22,-19110.26,-16767.94,-14549.72,-16013.94,-16762.34,-18173.76,Yemen
Scan_5,-3970.78,-14788.78,-15129.32,-5693.76,-1619.72,-2386.86,-10934.92,-2225.22,-27688.48,-33329.78,-24549.36,-20383.54,-28922.7,-34194.9,-22955.84,-14677.16,-19945.74,-18237.18,-22623.66,-26788.36,-33304.36,-33187.96,-26405.36,-25426.96,-28460.86,-32692.58,-33421.7,-28170.76,-25147.78,-25661.52,-3795.84,-15510.82,-1151.62,4050.02,4826.64,8765.62,6648.4,8269.28,5308.02,2603.74,800.26,-3134.38,-3777.44,-7576.46,-9746.16,-13403.64,-18578.66,-14941.88,-14753.56,-16202.96,-32023.94,-32033.68,-32087.88,-32237.48,-32350.6,-32528.58,-30355.06,-32390.44,-25597.28,-30878.86,-32558.42,-32551.44,-32496.4,-29781.74,-32024.3,-32058.32,-31842.82,-31922.26,-31970.58,-32100.44,-31517.7,-28742.18,-32553.32,-32767.42,-25850.74,-21690.24,-31044.54,-32779.72,-32595.86,-32542.9,-32444.56,-32384.54,-32212.28,-32187.48,-29325.88,-29723.72,-27299.1,-28826.16,-26271.32,-26115.1,-25452.62,-24468.5,-23570.6,-21577.48,-18842.58,-16523.24,-14309.32,-15778.38,-16562.86,-17975.4,Yemen
Scan_6,-5097.76,-15902.76,-15913.78,-6555.16,-2254.92,-2976.18,-11382.22,-2404.98,-27788.2,-33257.06,-24526.62,-20212.6,-28692.94,-34020.74,-22850.7,-14620.56,-19966.6,-18237.5,-22570.76,-26682.2,-33277.78,-33118.34,-26241.28,-25160.72,-28144.98,-32356.28,-33149.56,-27889.72,-24939.28,-25455.76,-3608.76,-15348.62,-1017.4,4278.7,5008.76,9049.54,7071.74,8658.06,5668.88,2973.9,1147.68,-2762.5,-3386.02,-7221.8,-9454.02,-13145.44,-18407.38,-14727.98,-14561.58,-16068.56,-32187.24,-31937.92,-31503.18,-31662.06,-31506.44,-31743.92,-29587.44,-31537.92,-24901.6,-30197.52,-32202.58,-32157.96,-32050.74,-29552.66,-32037.22,-32139.58,-31997.78,-32031.96,-31986.14,-32115.2,-31665.48,-28937.46,-32801.32,-33041.72,-26202.72,-22117.92,-31553.48,-33346.24,-33186.9,-33154.9,-33039.02,-32763.42,-32651.4,-32447.32,-29604.78,-29964.94,-27444.24,-29057,-26531.82,-26387.52,-25783.5,-24827.12,-23996.04,-22006.5,-19214.94,-16868.1,-14646.34,-16097.2,-16827.38,-18239.56,Yemen
Scan_7,-2066.88,-13161.4,-13934.72,-4632.94,-809.12,-1752.68,-10522.06,-2008.04,-27597.44,-33367.64,-24698.28,-20489.96,-29013.88,-34127.76,-22891.5,-14493.16,-19620.86,-17584.14,-21860.34,-26008.9,-32589.68,-32483.2,-25495.46,-24533.42,-27590.48,-31809.68,-32600.22,-27364.12,-24450.56,-25053.14,-3285,-15064.76,-827.46,4330.2,4985.08,8905.48,6794.88,8398.98,5309.06,2624.74,788.86,-3066.4,-3676.26,-7454.36,-9647.08,-13311.28,-18509.2,-14839.88,-14650.52,-16142.94,-32286.46,-32321.96,-32362.82,-32413.56,-32526.28,-32575.42,-30260.08,-32186.34,-25288.54,-30372.92,-31950.94,-31766.26,-31498.84,-28639.86,-31131.06,-31118.9,-30962.1,-30947.36,-31016.9,-31278.18,-30929.18,-28261.3,-32303.92,-32499.12,-25772.68,-21715.06,-31291.68,-33034.04,-32966.94,-32930.46,-32847.8,-32772.62,-32643.72,-32548.3,-29673.24,-30082.42,-27566.12,-29118.96,-26566.56,-26388.08,-25710.5,-24697.82,-23792.4,-21781.7,-19040.56,-16706.76,-14499.36,-15966.54,-16732.3,-18157.72,Yemen
Scan_8,-5086.76,-15666.76,-16014.86,-6583.54,-2331.78,-3008.78,-11335.76,-2372.02,-27553,-33005.06,-24051,-19673.68,-28143.16,-33445.04,-22166.92,-13939.72,-19276.9,-17598.04,-21990.54,-26156.54,-32695.62,-32608.16,-25817.96,-24884.14,-27941.84,-32164.4,-32953.4,-27760.08,-24796.46,-25296.3,-3541.94,-15305.6,-1009.86,4217.58,4931.06,8972.44,6922.62,8569.2,5554.38,2872.3,1037.16,-2879.84,-3501,-7320.44,-9551.84,-13244.66,-18490.82,-14838.08,-14660.32,-16155.58,-35425.68,-34822.12,-33911.16,-33165.56,-32551.62,-32443.6,-29773.62,-31556.36,-24679.98,-29962.52,-31820.92,-31757.9,-31736.32,-29084.42,-31672.72,-31751.52,-31707.32,-31787.92,-31826,-31995.44,-31549.94,-28827.96,-32749.12,-32881.2,-26058.48,-21966.86,-31474.6,-33238.38,-33132.18,-33218.06,-33069.26,-32923.1,-32774.74,-32643.68,-29749.78,-30119.14,-27609.9,-29181.94,-26630.4,-26464.94,-25809.34,-24827.02,-23940.34,-21930.4,-19162.54,-16798.28,-14565.8,-16012.42,-16747.8,-18161.1,Yemen
Scan_9,-5586.22,-16409.78,-16883.8,-7595.1,-3392.4,-4130.48,-12469.94,-3529.28,-28726.98,-34076.5,-25137.2,-20579,-28882.82,-33919.72,-22640.64,-14082.8,-19358.28,-17530.34,-21863.34,-26090,-32714.32,-32620.68,-25798.86,-24879.78,-27942.64,-32166.74,-32986.66,-27791.66,-24852.4,-25427,-3604.36,-15352.66,-1048.78,4184.58,4924.2,8921.98,6899.32,8515.6,5441.68,2811.3,965.52,-2927.34,-3545.36,-7357.4,-9570.84,-13243.72,-18464.2,-14787.5,-14591.78,-16069,-34424.62,-34469.04,-34063.76,-33851.08,-33560.96,-33385.98,-31016.76,-32751.4,-25740.28,-30668.22,-32296.7,-32066.04,-31860.46,-29091.3,-31762.76,-31648.14,-31612.08,-31636.3,-31694.86,-31897.24,-31462.54,-28724.94,-32626.56,-32789,-25951.04,-21861.16,-31335.64,-33090.78,-32960.28,-32862.84,-32773.82,-32658.14,-32524.48,-32405.46,-29559.58,-29935.52,-27450.16,-29049.54,-26539.48,-26400.02,-25769.38,-24805.1,-23939.18,-21922.78,-19149.22,-16797.4,-14564.18,-16006.54,-16746.28,-18158.06,Yemen
Scan_10,-5254.8,-15879.26,-16014.3,-6537.38,-2164.94,-2751.98,-11178.3,-2308.92,-27637.92,-33203.16,-24343,-20052.24,-28467.2,-33679.22,-22424.78,-14037.54,-19306.86,-17446.34,-21808.98,-25962.62,-32548.2,-32436.12,-25622.02,-24765.34,-27834.84,-32189.3,-32893.7,-27695.02,-24815.48,-25407.26,-3561.24,-15282.58,-936.54,4321.14,5104.7,9109.04,7096.08,8706.9,5652.76,2965.28,1097.26,-2817.24,-3464.9,-7291.56,-9519.1,-13210.32,-18443.54,-14785.58,-14599.8,-16091.72,-31802.42,-31666.94,-31884.96,-32063.6,-31918.34,-32087.12,-29969.56,-31951.94,-25199.54,-30499.44,-32266.5,-32196.96,-32050.62,-29335.46,-31916.4,-31911.2,-31868.72,-31903.68,-31999.6,-32231.54,-31861.58,-29180.82,-33091.42,-33325.9,-26492.64,-22342.8,-31774.46,-33489.12,-33240.26,-33087.76,-32937.64,-32673.44,-32496.24,-32391.36,-29493.42,-29908.4,-27422.42,-29038.76,-26529.48,-26401.38,-25783.42,-24829.18,-23962.68,-21935.28,-19152.84,-16789.98,-14534.32,-15975.58,-16708.82,-18117.34,Yemen
FinalAvg,-5067.298,-15896.392,-16095.12,-6736.704,-2492.982,-3168.258,-11578.404,-2685.796,-27981.11,-33427.55,-24581.21,-20229.7,-28686.87,-33833.838,-22590.266,-14270.056,-19560.262,-17751.04,-22134.984,-26305.644,-32886.678,-32763.186,-25915.962,-24954.998,-27999.428,-32237.572,-33013.916,-27799.274,-24854.508,-25414.03,-3595.924,-15335.428,-1029.446,4201.576,4931.878,8928.728,6876.172,8518.128,5485.048,2812.198,978.87,-2910.924,-3530.608,-7339.178,-9553.724,-13232.73,-18470.794,-14799.826,-14628.486,-16119.246,-32484.834,-32372.792,-32091.718,-32056.11,-31858.68,-31937.104,-29663.808,-31575.358,-24800.044,-30015.18,-31840.708,-31786.832,-31729.91,-29023.006,-31597.95,-31651.766,-31581.194,-31621.542,-31675.806,-31874.738,-31440.82,-28724.454,-32637.884,-32839.416,-26028.64,-21938.812,-31413.934,-33182.31,-33051.428,-33002.26,-32897.31,-32743.942,-32616.252,-32482.722,-29621.942,-30020.474,-27527.728,-29105.464,-26571.764,-26421.326,-25780.326,-24806.644,-23929.398,-21920.312,-19153.518,-16810.236,-14582.378,-16035.136,-16775.784,-18184.558,Yemen
Scan_1,-7517.66,-20052.72,-14652.08,-5888.48,-2374.08,-5105.18,-26648.56,-4645.76,-33480.24,-34016.06,-27033.14,-22341.32,-28398.26,-33834.06,-18811.92,-14440.68,-14129.82,-13558.98,-22968.6,-25754.08,-32763.36,-32658.7,-20644.94,-27730.4,-31177.84,-32541.54,-32391.42,-25800.14,-23110.9,-25474.74,-6794.58,-5614.16,-1855.84,2421.38,2175.32,6574.92,5700.94,9433.24,6613.94,3615.02,3758.94,-794.1,-4660.12,-7004.56,-9953.8,-12487.6,-16593.5,-16176.98,-14557.68,-15388.16,-33845.02,-33689.64,-33569,-33729.54,-33366.36,-33320.42,-26704.06,-32081.48,-23622.52,-30278.48,-32534.1,-32474.1,-32230.78,-32314.58,-32102.62,-31788.12,-31962,-31792.8,-31787.8,-31912.06,-31660.88,-31336.16,-32504.36,-32646.24,-25778.2,-23605.4,-32948.88,-32997.92,-32872.9,-32811.18,-32712.82,-32636.9,-32590.1,-32340.1,-28707.82,-28832.52,-26135.24,-27139.16,-24766.18,-25064.3,-24408.42,-23998.74,-22624.24,-20975.16,-18272.08,-16909.18,-16337.2,-14148.5,-16600.68,-18368.18,Yemen
Scan_2,-9809.46,-21960.92,-15786.64,-7073.02,-3249.34,-5457.9,-26666.84,-4437.04,-33353.6,-33747.16,-26826.3,-22184.9,-28397.78,-33959.52,-19011.2,-14691.48,-14437.3,-13986.54,-23302.68,-26009.48,-33044.4,-32898.56,-20910.66,-28002.76,-31509.8,-33006.3,-32812.7,-26267.78,-23486.18,-25843.4,-7074.48,-5793.66,-1911.44,2500.96,2384.84,6900.46,6063.84,9838.98,6981.52,3959.56,4043.6,-597.76,-4500.28,-6891.2,-9884.94,-12442.54,-16581.2,-16165.2,-14563.62,-15408.08,-30503.74,-30102.06,-30163.8,-30405.34,-30648.36,-30752.66,-24541.8,-30137.16,-22099.82,-29095.22,-31642.74,-31713.02,-31652.82,-31839.68,-31696.88,-31463.98,-31830.74,-31871.86,-31927.7,-32141.56,-31964.78,-31732.48,-32940.08,-33202.96,-26320.64,-24092.4,-33348,-33377.44,-33262.1,-33071.76,-32885.6,-32669.6,-32602.54,-32316.72,-28652,-28802.48,-26143.2,-27181.06,-24866.6,-25211.02,-24576.84,-24201.54,-22838.68,-21178.44,-18435.74,-17043.2,-16442.84,-14231.2,-16660.68,-18406.8,Yemen
Scan_3,-9429.52,-21813.34,-15701,-7236.12,-3180.8,-5798.26,-27151.72,-4972.02,-33616.48,-34054.28,-27017.02,-22040.84,-28188.56,-33591.32,-18552.5,-14174.78,-13837.76,-13471.46,-22872.98,-25600.04,-32673.66,-32559.36,-20670,-27842.66,-31371.02,-32878.5,-32835.42,-26136.78,-23522,-25812.62,-7073.56,-5820.92,-1961.24,2408.56,2268.72,6817.42,5968.54,9753.38,6923.84,3911.16,4040.28,-579.34,-4440.66,-6812.62,-9780.62,-12323.92,-16443.04,-16042.6,-14432.3,-15279.9,-32469.74,-32019.02,-31365.2,-31926.94,-31338.8,-31593.62,-25215.7,-30573.16,-22117.64,-29076.2,-31583.26,-31464.42,-31543.22,-31678.68,-31721.16,-31608.64,-31951.42,-32116.34,-32232.62,-32468.92,-32355.98,-32117.74,-33289.18,-33555.32,-26660.04,-24429.58,-33571.62,-33705.76,-33393.06,-33321.04,-33130.48,-32912.02,-32673.52,-32416.92,-28721.04,-28798.82,-26115.9,-27137.44,-24781.84,-25098.36,-24460.44,-24067.44,-22707.02,-21058.46,-18331.14,-16945.94,-16352.7,-14148.7,-16581.96,-18341.5,Yemen
Scan_4,-9039.6,-21567.22,-15944.78,-7363.1,-3593.98,-6304.12,-27704.38,-5552.5,-34254.98,-34590.6,-27614.56,-22576.84,-28680.98,-33892.36,-18805.9,-14428.24,-14052.06,-13504.78,-22841.44,-25679.64,-32701.48,-32636.86,-20631.5,-27762.18,-31252.94,-32629.36,-32489.18,-25929.1,-23230.54,-25589.12,-6918.9,-5703.42,-1918.84,2383.82,2144.94,6595.14,5711.14,9492.44,6664.38,3629.9,3766.56,-807.28,-4682.62,-7062.94,-10048.74,-12622.08,-16757.06,-16366.18,-14775.38,-15611.1,-33009.88,-33223.84,-32991.56,-33273.26,-33001.08,-32615.14,-26045.48,-31171.1,-22647.94,-29328.52,-31843.12,-31641.4,-31630.72,-31596.84,-31528.28,-31389.8,-31620.88,-31584.8,-31630.28,-31819.14,-31602.52,-31284.76,-32478.8,-32588.66,-25680.2,-23480.34,-32797.84,-32839.38,-32777.72,-32641.72,-32548.9,-32403.7,-32312.74,-32105.42,-28511.34,-28600.36,-25946.7,-26924.36,-24602.88,-24948.26,-24330.26,-23961.14,-22613.94,-20998.9,-18298.14,-16952.08,-16377.48,-14187.44,-16618.4,-18379.16,Yemen
Scan_5,-7801.34,-20366.04,-14776.18,-6049.08,-2287.54,-4914.74,-26285.78,-4165.8,-32946.72,-33425.54,-26358.52,-21695.1,-27746.64,-33239.36,-18211.3,-13908.12,-13550.34,-13150.4,-22571.68,-25363.48,-32381.1,-32257,-20283.94,-27501.5,-30955.98,-32408.82,-32259.08,-25820.34,-23158.24,-25521.92,-6904.06,-5742.16,-1959.9,2348.14,2184.5,6609.1,5799.18,9534.22,6755.96,3723.12,3888.86,-703.3,-4550.56,-6921.86,-9868.6,-12413,-16527.62,-16136.16,-14533.08,-15370.44,-33064.64,-32889.6,-32832.4,-32509.8,-32323.4,-32536.82,-25892.42,-31228.52,-22818.4,-29758.68,-32223.12,-32224.06,-32186.14,-32257.58,-32185.18,-31998.4,-32201.56,-32208.04,-32236.48,-32363.82,-32171.92,-31837.72,-32995.4,-33172.46,-26220.5,-23993.98,-33263.34,-33264.76,-33109.12,-33087.18,-32904.68,-32676.94,-32523.64,-32230.32,-28534.62,-28630.5,-25928.88,-26932.08,-24578.64,-24894.4,-24267.14,-23898.46,-22551.3,-20912.28,-18213.44,-16849.02,-16262.3,-14058.22,-16501.66,-18267.44,Yemen
Scan_6,-7500.64,-19888.28,-14500.9,-5714.48,-2125.86,-4864.08,-26408.8,-4586.66,-33548.82,-34126.46,-27236.68,-22583.22,-28731.86,-34120.32,-19155.14,-14795.94,-14405.26,-13944.88,-23274.58,-25986.14,-32986.68,-32832.64,-20845.16,-27934.62,-31394.28,-32786.32,-32650.22,-26061.76,-23332.88,-25662.5,-6941.14,-5715.48,-1844.48,2492.22,2341.18,6854.74,6031.3,9868.22,7041.4,4038.66,4207.66,-388.48,-4257.9,-6632.72,-9602.74,-12159.12,-16310.44,-15934.1,-14343.38,-15228.66,-33623.92,-33735.02,-33677.68,-33781.54,-33721.4,-33708.06,-27172.18,-32343.2,-23696.82,-30427.16,-32728.8,-32498.34,-32350.2,-32238.76,-32143.6,-31940.58,-32077.7,-32081.5,-32088.58,-32261.14,-32036.58,-31746.6,-32915.32,-33115.68,-26197.58,-23989.86,-33230.76,-33275.66,-33107.52,-33021.24,-32914.72,-32688.16,-32507.5,-32293.66,-28621.86,-28713.58,-26015.66,-27027.04,-24658.46,-24960.26,-24350.02,-23987.98,-22658.82,-21024.44,-18311.28,-16948.44,-16362.62,-14158.54,-16592.1,-18341.42,Yemen
Scan_7,-7800.38,-20561.2,-15107.4,-6692.4,-2997.02,-5717.6,-27194.72,-5161.62,-33705.72,-34134.74,-27228,-22266.14,-28373.56,-33737.92,-18441.56,-14097.28,-13840.3,-13504.02,-22924.46,-25733.98,-32822.32,-32724,-20721.2,-27868.78,-31344.22,-32797.04,-32638.86,-26103.32,-23402.52,-25754.9,-7045.5,-5842.54,-2003.26,2306,2102.52,6591.04,5747.26,9546.46,6781.58,3808.04,3948.28,-645.98,-4495.36,-6847.72,-9801.38,-12331.88,-16472.18,-16046.58,-14430.22,-15285.46,-31961.56,-31440.8,-31231.02,-31169.26,-30832.08,-30912.78,-24496.68,-29991.68,-21519.18,-28494.72,-31170.2,-31166.36,-31237.56,-31375.8,-31202.42,-31095.78,-31445.58,-31591.04,-31690.76,-31916.26,-31737.08,-31462.64,-32683.14,-32878.76,-25991.98,-23809.28,-33119.2,-33174.24,-33060.38,-33006.94,-32920.54,-32833.04,-32642.6,-32420.1,-28802.38,-28891.38,-26200.38,-27204.32,-24829.06,-25154.62,-24511.68,-24120.16,-22754.9,-21106.1,-18396.5,-17021.84,-16458.06,-14270.24,-16693.96,-18469.64,Yemen
Scan_8,-9182.6,-21369.02,-15496.2,-6604.92,-2597.36,-5065.3,-26370.84,-4212.28,-32946.62,-33446.24,-26378.46,-21881.92,-28109.68,-33495.84,-18579.52,-14289.32,-13995.74,-13511.16,-22861.72,-25699.64,-32774.22,-32690.56,-20565.18,-27718.56,-31215.94,-32554.9,-32416.08,-25854.22,-23140.24,-25529.44,-6850.82,-5664.76,-1852.44,2442.38,2297.8,6672.2,5815.88,9655.38,6820.44,3843.8,3982.98,-616.04,-4489.82,-6865.66,-9848.44,-12398.2,-16554.2,-16133.84,-14545.3,-15416.74,-33976.06,-33667.34,-33288.68,-32919.2,-32628.68,-32835.04,-26056.6,-31414.08,-22809.4,-29640.02,-31906.46,-31899.28,-31795.84,-31609.3,-31417.74,-31107.56,-31248.82,-31189.72,-31199.66,-31385.18,-31166.7,-30895.32,-32189.4,-32293.42,-25448.1,-23321.24,-32698.04,-32721.82,-32634.2,-32675.4,-32534.12,-32477.82,-32355.32,-32179.54,-28514.1,-28717.62,-26063.66,-27057.22,-24736.6,-25074.68,-24461.22,-24104.94,-22750.44,-21108.02,-18407.28,-17038.64,-16464.3,-14274.02,-16714.54,-18469.98,Yemen
Scan_9,-8023.88,-20393.98,-14755.78,-6035.48,-2282.06,-4955.02,-26501.3,-4457.18,-33281.06,-33754.1,-26742.58,-22022.18,-28274.56,-33678.66,-18737.62,-14207.42,-14060.82,-13588.56,-23031.72,-25931.42,-33069.54,-32975.06,-20981.38,-28085.96,-31583.52,-32978.42,-32844.12,-26242.96,-23576.32,-25900.9,-7180.76,-5959.36,-2114.5,2236.28,2134.7,6581.44,5745.32,9519.72,6729.3,3813.08,3921.36,-651.72,-4523,-6890.38,-9856.78,-12388.8,-16521.82,-16095.12,-14502.38,-15348.74,-33380.42,-33171.66,-32757.46,-32780.04,-32266.42,-32189.56,-25682.02,-30906.7,-22334.22,-29068.82,-31380,-31313.52,-31320.48,-31345.34,-31294.56,-30967.28,-31347.56,-31393.52,-31526.26,-31809.86,-31656.44,-31410.26,-32603.7,-32845,-25949.52,-23785.64,-33023.46,-33153.04,-32905.82,-32832.04,-32793.88,-32588.62,-32421.54,-32151.78,-28461.74,-28591,-25944.4,-26953.06,-24630.68,-24976.7,-24379.68,-24033.6,-22693.66,-21056.86,-18357.84,-17003.5,-16429.96,-14235.24,-16674.5,-18438.24,Yemen
Scan_10,-8588.98,-20881.46,-15152.4,-6259.1,-2379.2,-4889.78,-26278.62,-4125.06,-32872.34,-33393.96,-26455.76,-21660.36,-27870.02,-33215.84,-18349.78,-14022.04,-13754.44,-13383.96,-22945.1,-25678.68,-32770.5,-32646.46,-20599.24,-27731.88,-31179.42,-32535.08,-32383.98,-25814.44,-23094.98,-25452.36,-6772.94,-5579.14,-1781.98,2480.12,2227.82,6649.24,5736.28,9520.58,6626.32,3620.94,3742.58,-857.92,-4703.08,-7044.66,-10000.48,-12529.36,-16636.4,-16173.98,-14567.42,-15396.94,-34485.2,-34078.68,-33552.32,-33278.8,-32907.96,-32744.08,-26023.56,-31129.04,-22483.08,-29278.36,-31734.36,-31499.48,-31495.98,-31367.94,-31375.62,-31129.02,-31368.26,-31390.2,-31437.16,-31609.14,-31408.24,-31111.98,-32336.14,-32452.9,-25610.76,-23464.64,-32835.66,-32888.38,-32853.7,-32851.66,-32844.2,-32722.4,-32652.3,-32497.5,-28900.9,-29035.22,-26368.42,-27368.54,-25032.8,-25340.7,-24687.44,-24278.54,-22879.38,-21207.56,-18480.42,-17102.94,-16516.8,-14321.56,-16757.7,-18515.96,Yemen
FinalAvg,-8469.406,-20885.418,-15187.336,-6491.618,-2706.724,-5307.198,-26721.156,-4631.592,-33400.658,-33868.914,-26889.102,-22125.282,-28277.19,-33676.52,-18665.644,-14305.53,-14006.384,-13560.474,-22959.496,-25743.658,-32798.726,-32687.92,-20685.32,-27817.93,-31298.496,-32711.628,-32572.106,-26003.084,-23305.48,-25654.19,-6955.674,-5743.56,-1920.392,2401.986,2226.234,6684.57,5831.968,9616.262,6793.868,3796.328,3930.11,-664.192,-4530.34,-6897.432,-9864.652,-12409.65,-16539.746,-16127.074,-14525.076,-15373.422,-33032.018,-32801.766,-32542.912,-32577.372,-32303.454,-32320.818,-25783.05,-31097.612,-22614.902,-29444.618,-31874.616,-31789.398,-31744.374,-31762.45,-31666.806,-31448.916,-31705.452,-31721.982,-31775.73,-31968.708,-31776.112,-31493.566,-32693.552,-32875.14,-25985.752,-23797.236,-33083.68,-33139.84,-32997.652,-32932.016,-32818.994,-32660.92,-32528.18,-32295.206,-28642.78,-28761.348,-26086.244,-27092.428,-24748.374,-25072.33,-24443.314,-24065.254,-22707.238,-21062.622,-18350.386,-16981.478,-16400.426,-14203.366,-16639.618,-18399.832,Yemen
